textid	target	model	tokenizer	predicted	prob
52	neutral	../models/sym_base	../models/sym_base	neutral	0.9991112351417542
53	neutral	../models/sym_base	../models/sym_base	entailment	0.7332879900932312
54	entailment	../models/sym_base	../models/sym_base	neutral	0.5062499046325684
55	neutral	../models/sym_base	../models/sym_base	neutral	0.9588097333908081
56	entailment	../models/sym_base	../models/sym_base	neutral	0.857312023639679
57	entailment	../models/sym_base	../models/sym_base	entailment	0.8848953247070312
58	neutral	../models/sym_base	../models/sym_base	entailment	0.8849625587463379
59	entailment	../models/sym_base	../models/sym_base	entailment	0.9531927704811096
60	neutral	../models/sym_base	../models/sym_base	entailment	0.7251667380332947
61	entailment	../models/sym_base	../models/sym_base	entailment	0.8706673383712769
62	neutral	../models/sym_base	../models/sym_base	entailment	0.9220540523529053
63	entailment	../models/sym_base	../models/sym_base	neutral	0.5550861954689026
64	neutral	../models/sym_base	../models/sym_base	neutral	0.8591281175613403
65	entailment	../models/sym_base	../models/sym_base	entailment	0.8840857148170471
66	neutral	../models/sym_base	../models/sym_base	neutral	0.5442492365837097
67	entailment	../models/sym_base	../models/sym_base	entailment	0.9018470644950867
68	neutral	../models/sym_base	../models/sym_base	entailment	0.6238928437232971
69	entailment	../models/sym_base	../models/sym_base	entailment	0.7647596001625061
70	neutral	../models/sym_base	../models/sym_base	entailment	0.6757326126098633
71	entailment	../models/sym_base	../models/sym_base	entailment	0.9095861315727234
72	neutral	../models/sym_base	../models/sym_base	entailment	0.959600031375885
73	entailment	../models/sym_base	../models/sym_base	entailment	0.658172607421875
74	neutral	../models/sym_base	../models/sym_base	neutral	0.7262212634086609
75	entailment	../models/sym_base	../models/sym_base	entailment	0.9141713380813599
76	neutral	../models/sym_base	../models/sym_base	entailment	0.9566681981086731
77	entailment	../models/sym_base	../models/sym_base	entailment	0.8769263625144958
78	neutral	../models/sym_base	../models/sym_base	entailment	0.8292512893676758
79	entailment	../models/sym_base	../models/sym_base	entailment	0.673021674156189
80	neutral	../models/sym_base	../models/sym_base	neutral	0.5799334645271301
81	entailment	../models/sym_base	../models/sym_base	entailment	0.8791940212249756
82	neutral	../models/sym_base	../models/sym_base	neutral	0.6385169625282288
83	entailment	../models/sym_base	../models/sym_base	entailment	0.8741142153739929
84	neutral	../models/sym_base	../models/sym_base	entailment	0.8559191823005676
85	entailment	../models/sym_base	../models/sym_base	entailment	0.8117866516113281
86	neutral	../models/sym_base	../models/sym_base	neutral	0.6369878053665161
87	entailment	../models/sym_base	../models/sym_base	entailment	0.9388378262519836
88	neutral	../models/sym_base	../models/sym_base	entailment	0.9473292827606201
89	entailment	../models/sym_base	../models/sym_base	entailment	0.7580031156539917
90	neutral	../models/sym_base	../models/sym_base	entailment	0.9249393939971924
91	entailment	../models/sym_base	../models/sym_base	entailment	0.9437287449836731
92	neutral	../models/sym_base	../models/sym_base	entailment	0.964111864566803
93	entailment	../models/sym_base	../models/sym_base	entailment	0.850982666015625
94	neutral	../models/sym_base	../models/sym_base	neutral	0.676301896572113
95	entailment	../models/sym_base	../models/sym_base	entailment	0.7412585020065308
96	neutral	../models/sym_base	../models/sym_base	neutral	0.8102833032608032
97	entailment	../models/sym_base	../models/sym_base	neutral	0.9998749494552612
98	neutral	../models/sym_base	../models/sym_base	neutral	0.9998843669891357
99	entailment	../models/sym_base	../models/sym_base	neutral	0.9998489022254944
100	neutral	../models/sym_base	../models/sym_base	neutral	0.9998826384544373
101	entailment	../models/sym_base	../models/sym_base	neutral	0.9998586773872375
102	neutral	../models/sym_base	../models/sym_base	neutral	0.9998839497566223
103	entailment	../models/sym_base	../models/sym_base	neutral	0.9998726844787598
104	neutral	../models/sym_base	../models/sym_base	neutral	0.9998871684074402
105	entailment	../models/sym_base	../models/sym_base	neutral	0.9998777508735657
106	neutral	../models/sym_base	../models/sym_base	neutral	0.9998862743377686
107	entailment	../models/sym_base	../models/sym_base	neutral	0.9998893737792969
108	neutral	../models/sym_base	../models/sym_base	neutral	0.9998980760574341
109	entailment	../models/sym_base	../models/sym_base	neutral	0.9998730421066284
110	neutral	../models/sym_base	../models/sym_base	neutral	0.9998896718025208
111	entailment	../models/sym_base	../models/sym_base	neutral	0.9998641014099121
112	neutral	../models/sym_base	../models/sym_base	neutral	0.9998921155929565
113	entailment	../models/sym_base	../models/sym_base	neutral	0.9998363852500916
114	neutral	../models/sym_base	../models/sym_base	neutral	0.9998745322227478
115	entailment	../models/sym_base	../models/sym_base	neutral	0.9998716115951538
116	neutral	../models/sym_base	../models/sym_base	neutral	0.9998820424079895
117	entailment	../models/sym_base	../models/sym_base	neutral	0.9998089075088501
118	neutral	../models/sym_base	../models/sym_base	neutral	0.9998617172241211
119	entailment	../models/sym_base	../models/sym_base	neutral	0.9998944997787476
120	neutral	../models/sym_base	../models/sym_base	neutral	0.9999001622200012
121	entailment	../models/sym_base	../models/sym_base	neutral	0.999865710735321
122	neutral	../models/sym_base	../models/sym_base	neutral	0.9998779892921448
123	entailment	../models/sym_base	../models/sym_base	neutral	0.9998829364776611
124	neutral	../models/sym_base	../models/sym_base	neutral	0.999885618686676
125	entailment	../models/sym_base	../models/sym_base	neutral	0.9998296499252319
126	neutral	../models/sym_base	../models/sym_base	neutral	0.9998707175254822
127	entailment	../models/sym_base	../models/sym_base	neutral	0.99985271692276
128	neutral	../models/sym_base	../models/sym_base	neutral	0.999882698059082
129	entailment	../models/sym_base	../models/sym_base	neutral	0.9998758435249329
130	neutral	../models/sym_base	../models/sym_base	neutral	0.999891459941864
131	entailment	../models/sym_base	../models/sym_base	neutral	0.9998723864555359
132	neutral	../models/sym_base	../models/sym_base	neutral	0.999891459941864
133	entailment	../models/sym_base	../models/sym_base	neutral	0.9998567700386047
134	neutral	../models/sym_base	../models/sym_base	neutral	0.9998781085014343
135	entailment	../models/sym_base	../models/sym_base	neutral	0.9998621344566345
136	neutral	../models/sym_base	../models/sym_base	neutral	0.9998794198036194
137	entailment	../models/sym_base	../models/sym_base	neutral	0.9998611211776733
138	neutral	../models/sym_base	../models/sym_base	neutral	0.9998822212219238
139	entailment	../models/sym_base	../models/sym_base	neutral	0.9998952746391296
140	neutral	../models/sym_base	../models/sym_base	neutral	0.9998969435691833
141	entailment	../models/sym_base	../models/sym_base	neutral	0.9998882412910461
142	neutral	../models/sym_base	../models/sym_base	neutral	0.9998858571052551
143	entailment	../models/sym_base	../models/sym_base	neutral	0.9998599886894226
144	neutral	../models/sym_base	../models/sym_base	neutral	0.9998796582221985
145	entailment	../models/sym_base	../models/sym_base	neutral	0.9998595118522644
146	neutral	../models/sym_base	../models/sym_base	neutral	0.9998777508735657
147	entailment	../models/sym_base	../models/sym_base	neutral	0.9998884201049805
148	neutral	../models/sym_base	../models/sym_base	neutral	0.999889075756073
149	entailment	../models/sym_base	../models/sym_base	neutral	0.9998886585235596
150	neutral	../models/sym_base	../models/sym_base	neutral	0.9999017119407654
151	entailment	../models/sym_base	../models/sym_base	neutral	0.9998929500579834
152	neutral	../models/sym_base	../models/sym_base	neutral	0.9998953342437744
153	entailment	../models/sym_base	../models/sym_base	neutral	0.9998680949211121
154	neutral	../models/sym_base	../models/sym_base	neutral	0.9998875856399536
155	entailment	../models/sym_base	../models/sym_base	neutral	0.999847412109375
156	neutral	../models/sym_base	../models/sym_base	neutral	0.9998769760131836
157	entailment	../models/sym_base	../models/sym_base	neutral	0.9998965859413147
158	neutral	../models/sym_base	../models/sym_base	neutral	0.9998984932899475
159	entailment	../models/sym_base	../models/sym_base	neutral	0.9998762011528015
160	neutral	../models/sym_base	../models/sym_base	neutral	0.9998896718025208
161	entailment	../models/sym_base	../models/sym_base	neutral	0.9073201417922974
162	neutral	../models/sym_base	../models/sym_base	neutral	0.9564316868782043
163	entailment	../models/sym_base	../models/sym_base	entailment	0.6248300671577454
164	neutral	../models/sym_base	../models/sym_base	entailment	0.6203546524047852
165	entailment	../models/sym_base	../models/sym_base	entailment	0.9875831007957458
166	neutral	../models/sym_base	../models/sym_base	entailment	0.9662960171699524
167	entailment	../models/sym_base	../models/sym_base	entailment	0.9196146130561829
168	neutral	../models/sym_base	../models/sym_base	entailment	0.5784903168678284
169	entailment	../models/sym_base	../models/sym_base	entailment	0.9584038257598877
170	neutral	../models/sym_base	../models/sym_base	entailment	0.9725457429885864
171	entailment	../models/sym_base	../models/sym_base	entailment	0.8877187967300415
172	neutral	../models/sym_base	../models/sym_base	entailment	0.6642588376998901
173	entailment	../models/sym_base	../models/sym_base	neutral	0.9785020351409912
174	neutral	../models/sym_base	../models/sym_base	neutral	0.9796087741851807
175	entailment	../models/sym_base	../models/sym_base	neutral	0.9998427033424377
176	neutral	../models/sym_base	../models/sym_base	neutral	0.9998579025268555
177	entailment	../models/sym_base	../models/sym_base	neutral	0.9998337030410767
178	neutral	../models/sym_base	../models/sym_base	neutral	0.9998563528060913
179	entailment	../models/sym_base	../models/sym_base	neutral	0.9998276829719543
180	neutral	../models/sym_base	../models/sym_base	neutral	0.9998441338539124
181	entailment	../models/sym_base	../models/sym_base	neutral	0.9997361302375793
182	neutral	../models/sym_base	../models/sym_base	neutral	0.9997746348381042
183	entailment	../models/sym_base	../models/sym_base	neutral	0.9998272657394409
184	neutral	../models/sym_base	../models/sym_base	neutral	0.9998544454574585
185	entailment	../models/sym_base	../models/sym_base	neutral	0.9997975826263428
186	neutral	../models/sym_base	../models/sym_base	neutral	0.9997900724411011
187	entailment	../models/sym_base	../models/sym_base	neutral	0.9997636675834656
188	neutral	../models/sym_base	../models/sym_base	neutral	0.9998062252998352
189	entailment	../models/sym_base	../models/sym_base	neutral	0.999830424785614
190	neutral	../models/sym_base	../models/sym_base	neutral	0.9998503923416138
191	entailment	../models/sym_base	../models/sym_base	neutral	0.9998247623443604
192	neutral	../models/sym_base	../models/sym_base	neutral	0.9998398423194885
193	entailment	../models/sym_base	../models/sym_base	neutral	0.9996706247329712
194	neutral	../models/sym_base	../models/sym_base	neutral	0.9997150897979736
195	entailment	../models/sym_base	../models/sym_base	neutral	0.99980229139328
196	neutral	../models/sym_base	../models/sym_base	neutral	0.999843955039978
197	entailment	../models/sym_base	../models/sym_base	neutral	0.999856173992157
198	neutral	../models/sym_base	../models/sym_base	neutral	0.9998562932014465
199	entailment	../models/sym_base	../models/sym_base	neutral	0.999849259853363
200	neutral	../models/sym_base	../models/sym_base	neutral	0.9998568296432495
1	neutral	../models/sym_nli	../models/sym_nli	entailment	0.5951926112174988
2	entailment	../models/sym_nli	../models/sym_nli	neutral	0.8817834854125977
3	neutral	../models/sym_nli	../models/sym_nli	entailment	0.999478280544281
4	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9994844794273376
5	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9903976917266846
6	neutral	../models/sym_nli	../models/sym_nli	neutral	0.9956450462341309
7	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9999468326568604
8	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9988620281219482
9	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9869871735572815
10	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9995540976524353
11	entailment	../models/sym_nli	../models/sym_nli	neutral	0.989330530166626
12	neutral	../models/sym_nli	../models/sym_nli	entailment	0.999393880367279
13	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9991966485977173
14	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9989119172096252
15	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9009758234024048
16	neutral	../models/sym_nli	../models/sym_nli	neutral	0.9565123319625854
17	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9988759160041809
18	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9989821314811707
19	entailment	../models/sym_nli	../models/sym_nli	neutral	0.8636068105697632
20	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9940235614776611
21	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9369004964828491
22	neutral	../models/sym_nli	../models/sym_nli	neutral	0.551680862903595
23	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9735270738601685
24	neutral	../models/sym_nli	../models/sym_nli	neutral	0.8413876891136169
25	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9887958765029907
26	neutral	../models/sym_nli	../models/sym_nli	entailment	0.8445594906806946
27	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9986239671707153
28	neutral	../models/sym_nli	../models/sym_nli	entailment	0.8902276754379272
29	entailment	../models/sym_nli	../models/sym_nli	entailment	0.8865483999252319
30	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9970970153808594
31	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9578654170036316
32	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9992098212242126
33	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9984960556030273
34	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9847829937934875
35	entailment	../models/sym_nli	../models/sym_nli	neutral	0.6175137758255005
36	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9952786564826965
37	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9842110276222229
38	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9963445067405701
39	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9310418963432312
40	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9989535808563232
41	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9970813393592834
42	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9211964011192322
43	entailment	../models/sym_nli	../models/sym_nli	neutral	0.99642014503479
44	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9977043867111206
45	entailment	../models/sym_nli	../models/sym_nli	entailment	0.994926929473877
46	neutral	../models/sym_nli	../models/sym_nli	entailment	0.8487813472747803
47	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9880752563476562
48	neutral	../models/sym_nli	../models/sym_nli	entailment	0.726198673248291
49	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9904353022575378
50	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9963604807853699
51	entailment	../models/sym_nli	../models/sym_nli	neutral	0.8876088261604309
52	neutral	../models/sym_nli	../models/sym_nli	neutral	0.9896676540374756
53	neutral	../models/sym_nli	../models/sym_nli	entailment	0.99854576587677
54	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9993295669555664
55	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997388124465942
56	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9916788935661316
57	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9993588924407959
58	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9992023706436157
59	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9205949306488037
60	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997639060020447
61	entailment	../models/sym_nli	../models/sym_nli	entailment	0.99896639585495
62	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9982130527496338
63	entailment	../models/sym_nli	../models/sym_nli	entailment	0.999443531036377
64	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997938275337219
65	entailment	../models/sym_nli	../models/sym_nli	neutral	0.5245833396911621
66	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997826814651489
67	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9985173344612122
68	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997595548629761
69	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9900388121604919
70	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9998257756233215
71	entailment	../models/sym_nli	../models/sym_nli	neutral	0.7100397348403931
72	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9981566071510315
73	entailment	../models/sym_nli	../models/sym_nli	entailment	0.8335435390472412
74	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997738003730774
75	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9543511867523193
76	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9349324107170105
77	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9990694522857666
78	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9690856337547302
79	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9939332604408264
80	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997045993804932
81	entailment	../models/sym_nli	../models/sym_nli	entailment	0.7958942651748657
82	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997585415840149
83	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9979417324066162
84	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9989635944366455
85	entailment	../models/sym_nli	../models/sym_nli	entailment	0.989600419998169
86	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997929334640503
87	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9591119289398193
88	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997514486312866
89	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9989930987358093
90	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9988605380058289
91	entailment	../models/sym_nli	../models/sym_nli	entailment	0.998534619808197
92	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9994810819625854
93	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9817166328430176
94	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9998161792755127
95	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9627825021743774
96	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9998112320899963
97	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9981582760810852
98	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9998013973236084
99	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9999209046363831
100	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997478127479553
101	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9997091293334961
102	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997801184654236
103	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9986844658851624
104	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9996811151504517
105	entailment	../models/sym_nli	../models/sym_nli	neutral	0.98856520652771
106	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997783899307251
107	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9151380658149719
108	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997504353523254
109	entailment	../models/sym_nli	../models/sym_nli	neutral	0.8161485195159912
110	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9996147155761719
111	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9774477481842041
112	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9996874332427979
113	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9996771812438965
114	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997884631156921
115	entailment	../models/sym_nli	../models/sym_nli	neutral	0.6160570383071899
116	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997943639755249
117	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9994378089904785
118	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997075796127319
119	entailment	../models/sym_nli	../models/sym_nli	neutral	0.8379516005516052
120	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997828006744385
121	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9791053533554077
122	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997673630714417
123	entailment	../models/sym_nli	../models/sym_nli	entailment	0.5295241475105286
124	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997146725654602
125	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9998813271522522
126	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997856616973877
127	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9999171495437622
128	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9996793270111084
129	entailment	../models/sym_nli	../models/sym_nli	neutral	0.8637866973876953
130	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997565746307373
131	entailment	../models/sym_nli	../models/sym_nli	entailment	0.7686291337013245
132	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997142553329468
133	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9998317956924438
134	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997947812080383
135	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9992430210113525
136	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9996875524520874
137	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9985363483428955
138	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997681379318237
139	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9998312592506409
140	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9996429681777954
141	entailment	../models/sym_nli	../models/sym_nli	neutral	0.999809980392456
142	neutral	../models/sym_nli	../models/sym_nli	entailment	0.999671459197998
143	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9973570108413696
144	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9996978044509888
145	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9999247789382935
146	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997283816337585
147	entailment	../models/sym_nli	../models/sym_nli	entailment	0.963507890701294
148	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9998171925544739
149	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9586237072944641
150	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997113943099976
151	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9440529346466064
152	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9998190999031067
153	entailment	../models/sym_nli	../models/sym_nli	neutral	0.995278000831604
154	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997649192810059
155	entailment	../models/sym_nli	../models/sym_nli	neutral	0.999864935874939
156	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997238516807556
157	entailment	../models/sym_nli	../models/sym_nli	entailment	0.9620855450630188
158	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9997482299804688
159	entailment	../models/sym_nli	../models/sym_nli	neutral	0.7855333089828491
160	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9998090863227844
161	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9953550696372986
162	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9990063309669495
163	entailment	../models/sym_nli	../models/sym_nli	neutral	0.999864935874939
164	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9952762126922607
165	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9998109936714172
166	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9981582760810852
167	entailment	../models/sym_nli	../models/sym_nli	neutral	0.999896764755249
168	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9969767928123474
169	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9986083507537842
170	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9992351531982422
171	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9998921155929565
172	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9912907481193542
173	entailment	../models/sym_nli	../models/sym_nli	neutral	0.999479353427887
174	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9978222846984863
175	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9577208757400513
176	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9655810594558716
177	entailment	../models/sym_nli	../models/sym_nli	neutral	0.5180072784423828
178	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9500271081924438
179	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9921830892562866
180	neutral	../models/sym_nli	../models/sym_nli	entailment	0.6419261693954468
181	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9984167814254761
182	neutral	../models/sym_nli	../models/sym_nli	entailment	0.7919405102729797
183	entailment	../models/sym_nli	../models/sym_nli	neutral	0.863433301448822
184	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9073306918144226
185	entailment	../models/sym_nli	../models/sym_nli	neutral	0.8622372150421143
186	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9511913061141968
187	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9997352361679077
188	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9602077603340149
189	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9996893405914307
190	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9379138946533203
191	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9997832179069519
192	neutral	../models/sym_nli	../models/sym_nli	entailment	0.8960041403770447
193	entailment	../models/sym_nli	../models/sym_nli	neutral	0.6875829696655273
194	neutral	../models/sym_nli	../models/sym_nli	neutral	0.9610885977745056
195	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9998486638069153
196	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9310322403907776
197	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9999254941940308
198	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9383640885353088
199	entailment	../models/sym_nli	../models/sym_nli	neutral	0.9969409704208374
200	neutral	../models/sym_nli	../models/sym_nli	entailment	0.9739920496940613
