textid	text	pair	weak	strong	label
329	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black box as she wades through shallow water under a bridge.	object	box	neutral
330	A woman wearing a maroon hoodie is holding a black box as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	box	entailment
333	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black horn as she wades through shallow water under a bridge.	object	horn	neutral
334	A woman wearing a maroon hoodie is holding a black horn as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	horn	entailment
335	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black mandolin as she wades through shallow water under a bridge.	object	mandolin	neutral
336	A woman wearing a maroon hoodie is holding a black mandolin as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	mandolin	entailment
337	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black spear as she wades through shallow water under a bridge.	object	spear	neutral
338	A woman wearing a maroon hoodie is holding a black spear as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	spear	entailment
339	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black shotgun as she wades through shallow water under a bridge.	object	shotgun	neutral
340	A woman wearing a maroon hoodie is holding a black shotgun as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	shotgun	entailment
341	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black book as she wades through shallow water under a bridge.	object	book	neutral
342	A woman wearing a maroon hoodie is holding a black book as she wades through shallow water under a bridge.	A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.	object	book	entailment
343	Two figures in a red and green boat are gazing toward some large rocks on the shore.	Two figures in a red and green lifeboat are gazing toward some large rocks on the shore.	boat	lifeboat	neutral
344	Two figures in a red and green lifeboat are gazing toward some large rocks on the shore.	Two figures in a red and green boat are gazing toward some large rocks on the shore.	boat	lifeboat	entailment
347	Two figures in a red and green boat are gazing toward some large rocks on the shore.	Two figures in a red and green speedboat are gazing toward some large rocks on the shore.	boat	speedboat	neutral
348	Two figures in a red and green speedboat are gazing toward some large rocks on the shore.	Two figures in a red and green boat are gazing toward some large rocks on the shore.	boat	speedboat	entailment
349	Two figures in a red and green boat are gazing toward some large rocks on the shore.	Two figures in a red and green houseboat are gazing toward some large rocks on the shore.	boat	houseboat	neutral
350	Two figures in a red and green houseboat are gazing toward some large rocks on the shore.	Two figures in a red and green boat are gazing toward some large rocks on the shore.	boat	houseboat	entailment
351	Two figures in a red and green boat are gazing toward some large rocks on the shore.	Two figures in a red and green motorboat are gazing toward some large rocks on the shore.	boat	motorboat	neutral
352	Two figures in a red and green motorboat are gazing toward some large rocks on the shore.	Two figures in a red and green boat are gazing toward some large rocks on the shore.	boat	motorboat	entailment
355	Two figures in a red and green boat are gazing toward some large rocks on the shore.	Two figures in a red and green tugboat are gazing toward some large rocks on the shore.	boat	tugboat	neutral
356	Two figures in a red and green tugboat are gazing toward some large rocks on the shore.	Two figures in a red and green boat are gazing toward some large rocks on the shore.	boat	tugboat	entailment
357	Two figures in a red and green boat are gazing toward some large rocks on the shore.	Two figures in a red and green canoe are gazing toward some large rocks on the shore.	boat	canoe	neutral
358	Two figures in a red and green canoe are gazing toward some large rocks on the shore.	Two figures in a red and green boat are gazing toward some large rocks on the shore.	boat	canoe	entailment
361	A group of people eat a meal at a restaurant.	A group of people eat a meal at a steakhouse.	restaurant	steakhouse	neutral
362	A group of people eat a meal at a steakhouse.	A group of people eat a meal at a restaurant.	restaurant	steakhouse	entailment
363	A group of people eat a meal at a restaurant.	A group of people eat a meal at a cafe.	restaurant	cafe	neutral
364	A group of people eat a meal at a cafe.	A group of people eat a meal at a restaurant.	restaurant	cafe	entailment
367	An Asian person with yellow sandals sitting with a basket to their right.	An Asian executive with yellow sandals sitting with a basket to their right.	person	executive	neutral
368	An Asian executive with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	executive	entailment
369	An Asian person with yellow sandals sitting with a basket to their right.	An Asian gravedigger with yellow sandals sitting with a basket to their right.	person	gravedigger	neutral
370	An Asian gravedigger with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	gravedigger	entailment
377	An Asian person with yellow sandals sitting with a basket to their right.	An Asian bowler with yellow sandals sitting with a basket to their right.	person	bowler	neutral
378	An Asian bowler with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	bowler	entailment
379	An Asian person with yellow sandals sitting with a basket to their right.	An Asian farmer with yellow sandals sitting with a basket to their right.	person	farmer	neutral
380	An Asian farmer with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	farmer	entailment
383	An Asian person with yellow sandals sitting with a basket to their right.	An Asian bartender with yellow sandals sitting with a basket to their right.	person	bartender	neutral
384	An Asian bartender with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	bartender	entailment
387	An Asian person with yellow sandals sitting with a basket to their right.	An Asian republican with yellow sandals sitting with a basket to their right.	person	republican	neutral
388	An Asian republican with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	republican	entailment
389	An Asian person with yellow sandals sitting with a basket to their right.	An Asian cowboy with yellow sandals sitting with a basket to their right.	person	cowboy	neutral
390	An Asian cowboy with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	cowboy	entailment
397	An Asian person with yellow sandals sitting with a basket to their right.	An Asian businessperson with yellow sandals sitting with a basket to their right.	person	businessperson	neutral
398	An Asian businessperson with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	businessperson	entailment
399	An Asian person with yellow sandals sitting with a basket to their right.	An Asian repairman with yellow sandals sitting with a basket to their right.	person	repairman	neutral
400	An Asian repairman with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	repairman	entailment
401	An Asian person with yellow sandals sitting with a basket to their right.	An Asian pimp with yellow sandals sitting with a basket to their right.	person	pimp	neutral
402	An Asian pimp with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	pimp	entailment
403	An Asian person with yellow sandals sitting with a basket to their right.	An Asian billionaire with yellow sandals sitting with a basket to their right.	person	billionaire	neutral
404	An Asian billionaire with yellow sandals sitting with a basket to their right.	An Asian person with yellow sandals sitting with a basket to their right.	person	billionaire	entailment
405	Several people in line for checkout at a large store.	Several people in line for checkout at a large drugstore.	store	drugstore	neutral
406	Several people in line for checkout at a large drugstore.	Several people in line for checkout at a large store.	store	drugstore	entailment
407	Several people in line for checkout at a large store.	Several people in line for checkout at a large boutique.	store	boutique	neutral
408	Several people in line for checkout at a large boutique.	Several people in line for checkout at a large store.	store	boutique	entailment
409	Several people in line for checkout at a large store.	Several people in line for checkout at a large florist.	store	florist	neutral
410	Several people in line for checkout at a large florist.	Several people in line for checkout at a large store.	store	florist	entailment
413	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed bluebird attached to a string.	animal	bluebird	neutral
414	A dog chases a stuffed bluebird attached to a string.	A dog chases a stuffed animal attached to a string.	animal	bluebird	entailment
415	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed baboon attached to a string.	animal	baboon	neutral
416	A dog chases a stuffed baboon attached to a string.	A dog chases a stuffed animal attached to a string.	animal	baboon	entailment
417	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed weasel attached to a string.	animal	weasel	neutral
418	A dog chases a stuffed weasel attached to a string.	A dog chases a stuffed animal attached to a string.	animal	weasel	entailment
419	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed parrot attached to a string.	animal	parrot	neutral
420	A dog chases a stuffed parrot attached to a string.	A dog chases a stuffed animal attached to a string.	animal	parrot	entailment
421	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed gopher attached to a string.	animal	gopher	neutral
422	A dog chases a stuffed gopher attached to a string.	A dog chases a stuffed animal attached to a string.	animal	gopher	entailment
423	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed quail attached to a string.	animal	quail	neutral
424	A dog chases a stuffed quail attached to a string.	A dog chases a stuffed animal attached to a string.	animal	quail	entailment
425	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed snake attached to a string.	animal	snake	neutral
426	A dog chases a stuffed snake attached to a string.	A dog chases a stuffed animal attached to a string.	animal	snake	entailment
431	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed caterpillar attached to a string.	animal	caterpillar	neutral
432	A dog chases a stuffed caterpillar attached to a string.	A dog chases a stuffed animal attached to a string.	animal	caterpillar	entailment
435	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed leopard attached to a string.	animal	leopard	neutral
436	A dog chases a stuffed leopard attached to a string.	A dog chases a stuffed animal attached to a string.	animal	leopard	entailment
441	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed mouse attached to a string.	animal	mouse	neutral
442	A dog chases a stuffed mouse attached to a string.	A dog chases a stuffed animal attached to a string.	animal	mouse	entailment
443	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed bull attached to a string.	animal	bull	neutral
444	A dog chases a stuffed bull attached to a string.	A dog chases a stuffed animal attached to a string.	animal	bull	entailment
445	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed eagle attached to a string.	animal	eagle	neutral
446	A dog chases a stuffed eagle attached to a string.	A dog chases a stuffed animal attached to a string.	animal	eagle	entailment
447	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed panda attached to a string.	animal	panda	neutral
448	A dog chases a stuffed panda attached to a string.	A dog chases a stuffed animal attached to a string.	animal	panda	entailment
449	A dog chases a stuffed animal attached to a string.	A dog chases a stuffed llama attached to a string.	animal	llama	neutral
450	A dog chases a stuffed llama attached to a string.	A dog chases a stuffed animal attached to a string.	animal	llama	entailment
453	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a milkweed in his hand.	plant	milkweed	neutral
454	A man is standing in a field looking at a milkweed in his hand.	A man is standing in a field looking at a plant in his hand.	plant	milkweed	entailment
455	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a tumbleweed in his hand.	plant	tumbleweed	neutral
456	A man is standing in a field looking at a tumbleweed in his hand.	A man is standing in a field looking at a plant in his hand.	plant	tumbleweed	entailment
461	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a shrub in his hand.	plant	shrub	neutral
462	A man is standing in a field looking at a shrub in his hand.	A man is standing in a field looking at a plant in his hand.	plant	shrub	entailment
463	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a reed in his hand.	plant	reed	neutral
464	A man is standing in a field looking at a reed in his hand.	A man is standing in a field looking at a plant in his hand.	plant	reed	entailment
465	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a cactus in his hand.	plant	cactus	neutral
466	A man is standing in a field looking at a cactus in his hand.	A man is standing in a field looking at a plant in his hand.	plant	cactus	entailment
471	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a lilac in his hand.	plant	lilac	neutral
472	A man is standing in a field looking at a lilac in his hand.	A man is standing in a field looking at a plant in his hand.	plant	lilac	entailment
473	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a flower in his hand.	plant	flower	neutral
474	A man is standing in a field looking at a flower in his hand.	A man is standing in a field looking at a plant in his hand.	plant	flower	entailment
475	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a sunflower in his hand.	plant	sunflower	neutral
476	A man is standing in a field looking at a sunflower in his hand.	A man is standing in a field looking at a plant in his hand.	plant	sunflower	entailment
477	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a vine in his hand.	plant	vine	neutral
478	A man is standing in a field looking at a vine in his hand.	A man is standing in a field looking at a plant in his hand.	plant	vine	entailment
479	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a rose in his hand.	plant	rose	neutral
480	A man is standing in a field looking at a rose in his hand.	A man is standing in a field looking at a plant in his hand.	plant	rose	entailment
481	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a lily in his hand.	plant	lily	neutral
482	A man is standing in a field looking at a lily in his hand.	A man is standing in a field looking at a plant in his hand.	plant	lily	entailment
483	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a herb in his hand.	plant	herb	neutral
484	A man is standing in a field looking at a herb in his hand.	A man is standing in a field looking at a plant in his hand.	plant	herb	entailment
487	A man is standing in a field looking at a plant in his hand.	A man is standing in a field looking at a weed in his hand.	plant	weed	neutral
488	A man is standing in a field looking at a weed in his hand.	A man is standing in a field looking at a plant in his hand.	plant	weed	entailment
497	A woman holding a flower stands in front of a marketplace tableau of vibrant green produce, including, lettuce of various types, cactus, radishes, and various herbs.	A woman holding a sunflower stands in front of a marketplace tableau of vibrant green produce, including, lettuce of various types, cactus, radishes, and various herbs.	flower	sunflower	neutral
498	A woman holding a sunflower stands in front of a marketplace tableau of vibrant green produce, including, lettuce of various types, cactus, radishes, and various herbs.	A woman holding a flower stands in front of a marketplace tableau of vibrant green produce, including, lettuce of various types, cactus, radishes, and various herbs.	flower	sunflower	entailment
499	two young girls wearing bonnets standing by a tree watching a snake nearby.	two young girls wearing bonnets standing by a tree watching a reptile nearby.	reptile	snake	entailment
500	two young girls wearing bonnets standing by a tree watching a reptile nearby.	two young girls wearing bonnets standing by a tree watching a snake nearby.	reptile	snake	neutral
501	two young girls wearing bonnets standing by a tree watching a snake nearby.	two young girls wearing bonnets standing by a tree watching a creature nearby.	creature	snake	entailment
502	two young girls wearing bonnets standing by a tree watching a creature nearby.	two young girls wearing bonnets standing by a tree watching a snake nearby.	creature	snake	neutral
505	two young girls wearing bonnets standing by a tree watching a snake nearby.	two young girls wearing bonnets standing by a tree watching a cobra nearby.	snake	cobra	neutral
506	two young girls wearing bonnets standing by a tree watching a cobra nearby.	two young girls wearing bonnets standing by a tree watching a snake nearby.	snake	cobra	entailment
507	two young girls wearing bonnets standing by a tree watching a snake nearby.	two young girls wearing bonnets standing by a tree watching a boa nearby.	snake	boa	neutral
508	two young girls wearing bonnets standing by a tree watching a boa nearby.	two young girls wearing bonnets standing by a tree watching a snake nearby.	snake	boa	entailment
509	A person stands atop a rock face.	A pagan stands atop a rock face.	person	pagan	neutral
510	A pagan stands atop a rock face.	A person stands atop a rock face.	person	pagan	entailment
511	A person stands atop a rock face.	A runner stands atop a rock face.	person	runner	neutral
512	A runner stands atop a rock face.	A person stands atop a rock face.	person	runner	entailment
513	A person stands atop a rock face.	A landscaper stands atop a rock face.	person	landscaper	neutral
514	A landscaper stands atop a rock face.	A person stands atop a rock face.	person	landscaper	entailment
517	A person stands atop a rock face.	A shepherd stands atop a rock face.	person	shepherd	neutral
518	A shepherd stands atop a rock face.	A person stands atop a rock face.	person	shepherd	entailment
519	A person stands atop a rock face.	A housekeeper stands atop a rock face.	person	housekeeper	neutral
520	A housekeeper stands atop a rock face.	A person stands atop a rock face.	person	housekeeper	entailment
525	A person stands atop a rock face.	A physicist stands atop a rock face.	person	physicist	neutral
526	A physicist stands atop a rock face.	A person stands atop a rock face.	person	physicist	entailment
527	A person stands atop a rock face.	An oldtimer stands atop a rock face.	person	oldtimer	neutral
528	An oldtimer stands atop a rock face.	A person stands atop a rock face.	person	oldtimer	entailment
529	A person stands atop a rock face.	A steward stands atop a rock face.	person	steward	neutral
530	A steward stands atop a rock face.	A person stands atop a rock face.	person	steward	entailment
531	A person stands atop a rock face.	An Ukranian stands atop a rock face.	person	ukranian	neutral
532	An Ukranian stands atop a rock face.	A person stands atop a rock face.	person	ukranian	entailment
533	A person stands atop a rock face.	An actress stands atop a rock face.	person	actress	neutral
534	An actress stands atop a rock face.	A person stands atop a rock face.	person	actress	entailment
537	A person stands atop a rock face.	A stewardess stands atop a rock face.	person	stewardess	neutral
538	A stewardess stands atop a rock face.	A person stands atop a rock face.	person	stewardess	entailment
543	A person stands atop a rock face.	A sergeant stands atop a rock face.	person	sergeant	neutral
544	A sergeant stands atop a rock face.	A person stands atop a rock face.	person	sergeant	entailment
545	A person stands atop a rock face.	A fiddler stands atop a rock face.	person	fiddler	neutral
546	A fiddler stands atop a rock face.	A person stands atop a rock face.	person	fiddler	entailment
549	A person stands atop a rock face.	A gal stands atop a rock face.	person	gal	neutral
550	A gal stands atop a rock face.	A person stands atop a rock face.	person	gal	entailment
551	A person stands atop a rock face.	A farmer stands atop a rock face.	person	farmer	neutral
552	A farmer stands atop a rock face.	A person stands atop a rock face.	person	farmer	entailment
553	A person stands atop a rock face.	A cop stands atop a rock face.	person	cop	neutral
554	A cop stands atop a rock face.	A person stands atop a rock face.	person	cop	entailment
555	A person stands atop a rock face.	A vegetarian stands atop a rock face.	person	vegetarian	neutral
556	A vegetarian stands atop a rock face.	A person stands atop a rock face.	person	vegetarian	entailment
565	A person stands atop a rock face.	A navigator stands atop a rock face.	person	navigator	neutral
566	A navigator stands atop a rock face.	A person stands atop a rock face.	person	navigator	entailment
567	A person stands atop a rock face.	An Indian stands atop a rock face.	person	indian	neutral
568	An Indian stands atop a rock face.	A person stands atop a rock face.	person	indian	entailment
569	A person stands atop a rock face.	A genius stands atop a rock face.	person	genius	neutral
570	A genius stands atop a rock face.	A person stands atop a rock face.	person	genius	entailment
571	A person stands atop a rock face.	A youth stands atop a rock face.	person	youth	neutral
572	A youth stands atop a rock face.	A person stands atop a rock face.	person	youth	entailment
573	A person stands atop a rock face.	A cleaner stands atop a rock face.	person	cleaner	neutral
574	A cleaner stands atop a rock face.	A person stands atop a rock face.	person	cleaner	entailment
575	A person stands atop a rock face.	A lunatic stands atop a rock face.	person	lunatic	neutral
576	A lunatic stands atop a rock face.	A person stands atop a rock face.	person	lunatic	entailment
577	A person stands atop a rock face.	An architect stands atop a rock face.	person	architect	neutral
578	An architect stands atop a rock face.	A person stands atop a rock face.	person	architect	entailment
581	A swimming pool with men tossing a ball around.	A swimming pool with men tossing a volleyball around.	ball	volleyball	neutral
582	A swimming pool with men tossing a volleyball around.	A swimming pool with men tossing a ball around.	ball	volleyball	entailment
585	A swimming pool with men tossing a ball around.	A swimming pool with men tossing a baseball around.	ball	baseball	neutral
586	A swimming pool with men tossing a baseball around.	A swimming pool with men tossing a ball around.	ball	baseball	entailment
587	A swimming pool with men tossing a ball around.	A swimming pool with men tossing a basketball around.	ball	basketball	neutral
588	A swimming pool with men tossing a basketball around.	A swimming pool with men tossing a ball around.	ball	basketball	entailment
589	A swimming pool with men tossing a ball around.	A swimming pool with men tossing a softball around.	ball	softball	neutral
590	A swimming pool with men tossing a softball around.	A swimming pool with men tossing a ball around.	ball	softball	entailment
591	A swimming pool with men tossing a ball around.	A swimming pool with men tossing a racquetball around.	ball	racquetball	neutral
592	A swimming pool with men tossing a racquetball around.	A swimming pool with men tossing a ball around.	ball	racquetball	entailment
593	A female athlete is running after exiting a swimming pool.	A female individual is running after exiting a swimming pool.	individual	athlete	entailment
594	A female individual is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	individual	athlete	neutral
595	A female athlete is running after exiting a swimming pool.	A female goalie is running after exiting a swimming pool.	athlete	goalie	neutral
596	A female goalie is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	goalie	entailment
597	A female athlete is running after exiting a swimming pool.	A female pitcher is running after exiting a swimming pool.	athlete	pitcher	neutral
598	A female pitcher is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	pitcher	entailment
601	A female athlete is running after exiting a swimming pool.	A female outfielder is running after exiting a swimming pool.	athlete	outfielder	neutral
602	A female outfielder is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	outfielder	entailment
603	A female athlete is running after exiting a swimming pool.	A female marathoner is running after exiting a swimming pool.	athlete	marathoner	neutral
604	A female marathoner is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	marathoner	entailment
605	A female athlete is running after exiting a swimming pool.	A female ballplayer is running after exiting a swimming pool.	athlete	ballplayer	neutral
606	A female ballplayer is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	ballplayer	entailment
607	A female athlete is running after exiting a swimming pool.	A female sprinter is running after exiting a swimming pool.	athlete	sprinter	neutral
608	A female sprinter is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	sprinter	entailment
609	A female athlete is running after exiting a swimming pool.	A female linebacker is running after exiting a swimming pool.	athlete	linebacker	neutral
610	A female linebacker is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	linebacker	entailment
611	A female athlete is running after exiting a swimming pool.	A female punter is running after exiting a swimming pool.	athlete	punter	neutral
612	A female punter is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	punter	entailment
613	A female athlete is running after exiting a swimming pool.	A female catcher is running after exiting a swimming pool.	athlete	catcher	neutral
614	A female catcher is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	catcher	entailment
615	A female athlete is running after exiting a swimming pool.	A female kicker is running after exiting a swimming pool.	athlete	kicker	neutral
616	A female kicker is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	kicker	entailment
619	A female athlete is running after exiting a swimming pool.	A female quarterback is running after exiting a swimming pool.	athlete	quarterback	neutral
620	A female quarterback is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	quarterback	entailment
621	A female athlete is running after exiting a swimming pool.	A female bowler is running after exiting a swimming pool.	athlete	bowler	neutral
622	A female bowler is running after exiting a swimming pool.	A female athlete is running after exiting a swimming pool.	athlete	bowler	entailment
627	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of cantaloupe in her hands on a sunny day in the shade.	fruit	cantaloupe	neutral
628	A little girl in stripes, overalls and pigtails is eating a piece of cantaloupe in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	fruit	cantaloupe	entailment
629	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of peach in her hands on a sunny day in the shade.	fruit	peach	neutral
630	A little girl in stripes, overalls and pigtails is eating a piece of peach in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	fruit	peach	entailment
633	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of pineapple in her hands on a sunny day in the shade.	fruit	pineapple	neutral
634	A little girl in stripes, overalls and pigtails is eating a piece of pineapple in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	fruit	pineapple	entailment
635	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of orange in her hands on a sunny day in the shade.	fruit	orange	neutral
636	A little girl in stripes, overalls and pigtails is eating a piece of orange in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	fruit	orange	entailment
639	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of plum in her hands on a sunny day in the shade.	fruit	plum	neutral
640	A little girl in stripes, overalls and pigtails is eating a piece of plum in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	fruit	plum	entailment
641	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of melon in her hands on a sunny day in the shade.	fruit	melon	neutral
642	A little girl in stripes, overalls and pigtails is eating a piece of melon in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	fruit	melon	entailment
643	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of papaya in her hands on a sunny day in the shade.	fruit	papaya	neutral
644	A little girl in stripes, overalls and pigtails is eating a piece of papaya in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	fruit	papaya	entailment
645	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of lime in her hands on a sunny day in the shade.	fruit	lime	neutral
646	A little girl in stripes, overalls and pigtails is eating a piece of lime in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	fruit	lime	entailment
647	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of banana in her hands on a sunny day in the shade.	fruit	banana	neutral
648	A little girl in stripes, overalls and pigtails is eating a piece of banana in her hands on a sunny day in the shade.	A little girl in stripes, overalls and pigtails is eating a piece of fruit in her hands on a sunny day in the shade.	fruit	banana	entailment
653	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	A little girl in a floury, pink jacket, picks out a cantaloupe from a vendors table.	fruit	cantaloupe	neutral
654	A little girl in a floury, pink jacket, picks out a cantaloupe from a vendors table.	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	fruit	cantaloupe	entailment
655	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	A little girl in a floury, pink jacket, picks out a blueberry from a vendors table.	fruit	blueberry	neutral
656	A little girl in a floury, pink jacket, picks out a blueberry from a vendors table.	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	fruit	blueberry	entailment
661	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	A little girl in a floury, pink jacket, picks out a strawberry from a vendors table.	fruit	strawberry	neutral
662	A little girl in a floury, pink jacket, picks out a strawberry from a vendors table.	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	fruit	strawberry	entailment
663	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	A little girl in a floury, pink jacket, picks out a peach from a vendors table.	fruit	peach	neutral
664	A little girl in a floury, pink jacket, picks out a peach from a vendors table.	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	fruit	peach	entailment
667	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	A little girl in a floury, pink jacket, picks out a huckleberry from a vendors table.	fruit	huckleberry	neutral
668	A little girl in a floury, pink jacket, picks out a huckleberry from a vendors table.	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	fruit	huckleberry	entailment
671	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	A little girl in a floury, pink jacket, picks out a papaya from a vendors table.	fruit	papaya	neutral
672	A little girl in a floury, pink jacket, picks out a papaya from a vendors table.	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	fruit	papaya	entailment
673	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	A little girl in a floury, pink jacket, picks out a pineapple from a vendors table.	fruit	pineapple	neutral
674	A little girl in a floury, pink jacket, picks out a pineapple from a vendors table.	A little girl in a floury, pink jacket, picks out a fruit from a vendors table.	fruit	pineapple	entailment
