textid	text	pair	relation	symmetry	label
220733	james wigram is a sibling of loftus tottenham wigram	loftus tottenham wigram is a sibling of james wigram	is a sibling of	symmetric	entailment
306819	richard vernon (mp) is a sibling of edward vernon (royal navy officer, born 1723)	edward vernon (royal navy officer, born 1723) is a sibling of richard vernon (mp)	is a sibling of	symmetric	entailment
260382	the black tusk is different from black tusk (band)	black tusk (band) is different from the black tusk	is different from	symmetric	entailment
108652	morris venezia is a sibling of σλόμο βενέτσια	σλόμο βενέτσια is a sibling of morris venezia	is a sibling of	symmetric	entailment
226125	clotaire i of the franks is a sibling of clotilde (died 531)	clotilde (died 531) is a sibling of clotaire i of the franks	is a sibling of	symmetric	entailment
241558	cao zizheng is a sibling of cao jun (prince of chenliu)	cao jun (prince of chenliu) is a sibling of cao zizheng	is a sibling of	symmetric	entailment
237180	genetic opportunity possibly the same as introduction to gene	introduction to gene possibly the same as genetic opportunity	possibly the same as	symmetric	entailment
65865	biwa no daijin is a sibling of fujiwara no tadahira	fujiwara no tadahira is a sibling of biwa no daijin	is a sibling of	symmetric	entailment
118190	haruchika aoki is a sibling of nobuatsu aoki	nobuatsu aoki is a sibling of haruchika aoki	is a sibling of	symmetric	entailment
305494	faction (botch album) is different from stumble bomb '03	stumble bomb '03 is different from faction (botch album)	is different from	symmetric	entailment
240424	helen parrish is a sibling of robert parrish	robert parrish is a sibling of helen parrish	is a sibling of	symmetric	entailment
203393	francis darwin is a sibling of george darwin	george darwin is a sibling of francis darwin	is a sibling of	symmetric	entailment
1777	maurice, duke of saxe-zeitz is a sibling of august, duke of saxe-weissenfels	august, duke of saxe-weissenfels is a sibling of maurice, duke of saxe-zeitz	is a sibling of	symmetric	entailment
62847	george, count of nassau-dillenburg is a sibling of ernst casimir of nassau-dietz	ernst casimir of nassau-dietz is a sibling of george, count of nassau-dillenburg	is a sibling of	symmetric	entailment
250618	constans i is a sibling of imperatore romano constantius ii	imperatore romano constantius ii is a sibling of constans i	is a sibling of	symmetric	entailment
24673	jorge dely valdes is a sibling of armando dely valdes	armando dely valdes is a sibling of jorge dely valdes	is a sibling of	symmetric	entailment
198908	archduchess eleanor of austria is a sibling of archduchess helena of austria (1543–1574)	archduchess helena of austria (1543–1574) is a sibling of archduchess eleanor of austria	is a sibling of	symmetric	entailment
271397	brooks adams is a sibling of henry adams	henry adams is a sibling of brooks adams	is a sibling of	symmetric	entailment
159509	edward finden is a sibling of finden, william	finden, william is a sibling of edward finden	is a sibling of	symmetric	entailment
126462	słońsk is different from gmina slonsk	gmina slonsk is different from słońsk	is different from	symmetric	entailment
8687	philip william, margrave of brandenburg-schwedt is a sibling of margrave albert frederick of brandenburg-schwedt	margrave albert frederick of brandenburg-schwedt is a sibling of philip william, margrave of brandenburg-schwedt	is a sibling of	symmetric	entailment
299062	giovanni grimani is a sibling of marino grimani	marino grimani is a sibling of giovanni grimani	is a sibling of	symmetric	entailment
88202	kera tamara is a sibling of ivan stratsimir	ivan stratsimir is a sibling of kera tamara	is a sibling of	symmetric	entailment
163428	paola (given name) possibly the same as paula (given name)	paula (given name) possibly the same as paola (given name)	possibly the same as	symmetric	entailment
180504	luca (surname) possibly the same as luc (surname)	luc (surname) possibly the same as luca (surname)	possibly the same as	symmetric	entailment
157369	thomas beaufort, 1st duke of exeter is a sibling of philippa of lancaster	philippa of lancaster is a sibling of thomas beaufort, 1st duke of exeter	is a sibling of	symmetric	entailment
9673	kirill babitzin is a sibling of muska babitzin	muska babitzin is a sibling of kirill babitzin	is a sibling of	symmetric	entailment
147453	feldgendarmerie is different from field huntsmen	field huntsmen is different from feldgendarmerie	is different from	symmetric	entailment
113162	marguerite norris is a sibling of james norris, jr	james norris, jr. is a sibling of marguerite norris	is a sibling of	symmetric	entailment
229992	qi xiao gong is a sibling of duke hui of qi	duke hui of qi is a sibling of qi xiao gong	is a sibling of	symmetric	entailment
14835	bonne of artois is a sibling of charles i, duke of bourbon	charles i, duke of bourbon is a sibling of bonne of artois	is a sibling of	symmetric	entailment
226944	prince rasso of bavaria is a sibling of prince ludwig of bavaria (1913-2008)	prince ludwig of bavaria (1913-2008) is a sibling of prince rasso of bavaria	is a sibling of	symmetric	entailment
105506	gasman (surname) possibly the same as gasmann	gasmann possibly the same as gasman (surname)	possibly the same as	symmetric	entailment
257603	jeanne ii de navarre is a sibling of giannino di guccio	giannino di guccio is a sibling of jeanne ii de navarre	is a sibling of	symmetric	entailment
169613	natalya sergeyevna bondarchuk is a sibling of alyona bondarchuk	alyona bondarchuk is a sibling of natalya sergeyevna bondarchuk	is a sibling of	symmetric	entailment
263382	princess bahurat manimay is a sibling of siriraj kakudhabhand	siriraj kakudhabhand is a sibling of princess bahurat manimay	is a sibling of	symmetric	entailment
55126	come to me (goo goo dolls song) is different from come to me (diddy song)	come to me (diddy song) is different from come to me (goo goo dolls song)	is different from	symmetric	entailment
302766	jeremias van rensselaer is a sibling of jan baptist van rensselaer	jan baptist van rensselaer is a sibling of jeremias van rensselaer	is a sibling of	symmetric	entailment
258264	showkar janaki is a sibling of krishna kumari (actress)	krishna kumari (actress) is a sibling of showkar janaki	is a sibling of	symmetric	entailment
305810	susana (given name) possibly the same as suzan (first name)	suzan (first name) possibly the same as susana (given name)	possibly the same as	symmetric	entailment
256504	chandra saradavara is a sibling of abbhantripaja	abbhantripaja is a sibling of chandra saradavara	is a sibling of	symmetric	entailment
250795	marie louise of bourbon-parma is a sibling of princess isabella of bourbon-parma (1922-2015)	princess isabella of bourbon-parma (1922-2015) is a sibling of marie louise of bourbon-parma	is a sibling of	symmetric	entailment
274410	suzy (singer) is different from suzy, aisne	suzy, aisne is different from suzy (singer)	is different from	symmetric	entailment
256838	alun (first name) possibly the same as alain (first name)	alain (first name) possibly the same as alun (first name)	possibly the same as	symmetric	entailment
169264	emsland is different from emsland (region)	emsland (region) is different from emsland	is different from	symmetric	entailment
252591	margaret of bourbon (1211–1256) is a sibling of archambaud ix of bourbon	archambaud ix of bourbon is a sibling of margaret of bourbon (1211–1256)	is a sibling of	symmetric	entailment
79302	princess alexandra of sayn-wittgenstein-berleburg is a sibling of nathalie zu sayn wittgenstein	nathalie zu sayn wittgenstein is a sibling of princess alexandra of sayn-wittgenstein-berleburg	is a sibling of	symmetric	entailment
106284	harald klem is a sibling of erik klem	erik klem is a sibling of harald klem	is a sibling of	symmetric	entailment
137307	rick talan is a sibling of jeffrey talan	jeffrey talan is a sibling of rick talan	is a sibling of	symmetric	entailment
291433	claude of valois is a sibling of louis of valois	louis of valois is a sibling of claude of valois	is a sibling of	symmetric	entailment
174505	bohemond iii, prince of antioch is a sibling of agnes of antioch	agnes of antioch is a sibling of bohemond iii, prince of antioch	is a sibling of	symmetric	entailment
106526	siegmund, margrave of bayreuth is a sibling of amalie of brandenburg	amalie of brandenburg is a sibling of siegmund, margrave of bayreuth	is a sibling of	symmetric	entailment
169360	jan lamb is a sibling of lin xiaofeng	lin xiaofeng is a sibling of jan lamb	is a sibling of	symmetric	entailment
99453	claud hamilton, lord paisley is a sibling of james hamilton, 3rd earl of arran	james hamilton, 3rd earl of arran is a sibling of claud hamilton, lord paisley	is a sibling of	symmetric	entailment
58955	stanislaw herakliusz lubomirski is a sibling of jerzy dominik lubomirski	jerzy dominik lubomirski is a sibling of stanislaw herakliusz lubomirski	is a sibling of	symmetric	entailment
248099	ekaterina vladimirovna apraksina is a sibling of sophie stroganov	sophie stroganov is a sibling of ekaterina vladimirovna apraksina	is a sibling of	symmetric	entailment
295130	charles b. fitz simmons is a sibling of maureen o hara	maureen o hara is a sibling of charles b. fitz simmons	is a sibling of	symmetric	entailment
235689	eric ii, duke of mecklenburg) is a sibling of sophie of mecklenburg (1481–1503)	sophie of mecklenburg (1481–1503) is a sibling of eric ii, duke of mecklenburg)	is a sibling of	symmetric	entailment
181073	boniface of thessalonica is a sibling of william of montferrat, count of jaffa and ascalon	william of montferrat, count of jaffa and ascalon is a sibling of boniface of thessalonica	is a sibling of	symmetric	entailment
72419	hathloul bin abdulaziz al saud is a sibling of latifa bint abdulaziz	latifa bint abdulaziz is a sibling of hathloul bin abdulaziz al saud	is a sibling of	symmetric	entailment
1843	evi (first name) possibly the same as list of people named eva	list of people named eva possibly the same as evi (first name)	possibly the same as	symmetric	entailment
239365	edward woodville, lord scales is a sibling of anthony woodville, earl rivers	anthony woodville, earl rivers is a sibling of edward woodville, lord scales	is a sibling of	symmetric	entailment
154706	william of montfort is a sibling of richard de montfort	richard de montfort is a sibling of william of montfort	is a sibling of	symmetric	entailment
159470	isabella of valois is a sibling of louis, duke of aquitaine	louis, duke of aquitaine is a sibling of isabella of valois	is a sibling of	symmetric	entailment
262557	duchess elisabeth of württemberg (b. 1933) is a sibling of duchess marie-thérèse of württemberg	duchess marie-thérèse of württemberg is a sibling of duchess elisabeth of württemberg (b. 1933)	is a sibling of	symmetric	entailment
147175	james g. sieben is a sibling of harry sieben sr	harry sieben sr. is a sibling of james g. sieben	is a sibling of	symmetric	entailment
165728	henri, count of paris (born 1933) is a sibling of michel, comte d'evreux	michel, comte d'evreux is a sibling of henri, count of paris (born 1933)	is a sibling of	symmetric	entailment
166275	historian of art is different from historical development of art history	historical development of art history is different from historian of art	is different from	symmetric	entailment
246140	hamzah bin laden is a sibling of saad bin osama bin muhammad bin 'awad bin laden	saad bin osama bin muhammad bin 'awad bin laden is a sibling of hamzah bin laden	is a sibling of	symmetric	entailment
132544	george gustavus, count palatine of veldenz is a sibling of john augustus, count palatine of lützelstein	john augustus, count palatine of lützelstein is a sibling of george gustavus, count palatine of veldenz	is a sibling of	symmetric	entailment
186969	claire (given name) possibly the same as klaartje (first name)	klaartje (first name) possibly the same as claire (given name)	possibly the same as	symmetric	entailment
204672	františek benda is a sibling of georg anton benda	georg anton benda is a sibling of františek benda	is a sibling of	symmetric	entailment
252466	abraham enschedé is a sibling of jacobus enschede	jacobus enschede is a sibling of abraham enschedé	is a sibling of	symmetric	entailment
200151	thomas, count of flanders is a sibling of beatrice of savoy	beatrice of savoy is a sibling of thomas, count of flanders	is a sibling of	symmetric	entailment
16567	maximiliana of bavaria is a sibling of amalie auguste von bayern	amalie auguste von bayern is a sibling of maximiliana of bavaria	is a sibling of	symmetric	entailment
281543	aricia (genus) is different from aricini	aricini is different from aricia (genus)	is different from	symmetric	entailment
299699	anatol (storm) possibly the same as anatole (given name)	anatole (given name) possibly the same as anatol (storm)	possibly the same as	symmetric	entailment
88811	kobayakawa takakage is a sibling of mōri takamoto	mōri takamoto is a sibling of kobayakawa takakage	is a sibling of	symmetric	entailment
116929	joakim lund ihlen is a sibling of alf ihlen	alf ihlen is a sibling of joakim lund ihlen	is a sibling of	symmetric	entailment
155121	john i of brandenburg is a sibling of otto iii, margrave of brandenburg	otto iii, margrave of brandenburg is a sibling of john i of brandenburg	is a sibling of	symmetric	entailment
262267	robert livingston (1688-1775) is a sibling of philip livingston (1686-1749)	philip livingston (1686-1749) is a sibling of robert livingston (1688-1775)	is a sibling of	symmetric	entailment
94356	elizabeth stuart, countess of lennox is a sibling of henry cavendish (1550-1616)	henry cavendish (1550-1616) is a sibling of elizabeth stuart, countess of lennox	is a sibling of	symmetric	entailment
174825	ljubica zorka karadjordjevic is a sibling of princess milica of montenegro	princess milica of montenegro is a sibling of ljubica zorka karadjordjevic	is a sibling of	symmetric	entailment
122347	göran possibly the same as jörg (first name)	jörg (first name) possibly the same as göran	possibly the same as	symmetric	entailment
66106	steve (given name) possibly the same as stefan (first name)	stefan (first name) possibly the same as steve (given name)	possibly the same as	symmetric	entailment
240112	estorre visconti is a sibling of valentina visconti, queen of cyprus	valentina visconti, queen of cyprus is a sibling of estorre visconti	is a sibling of	symmetric	entailment
12148	hermodr is a sibling of hödur	hödur is a sibling of hermodr	is a sibling of	symmetric	entailment
127913	marie louise of orleans (1662–1689) is a sibling of élisabeth charlotte of orléans	élisabeth charlotte of orléans is a sibling of marie louise of orleans (1662–1689)	is a sibling of	symmetric	entailment
45010	louis i of blois is a sibling of margaret, countess of blois	margaret, countess of blois is a sibling of louis i of blois	is a sibling of	symmetric	entailment
201335	henry thomas austen is a sibling of charles austen	charles austen is a sibling of henry thomas austen	is a sibling of	symmetric	entailment
53263	chassigny, haute-marne is different from chassigny meteorite	chassigny meteorite is different from chassigny, haute-marne	is different from	symmetric	entailment
212022	antonio and girolamo amati is different from amati-denak	amati-denak is different from antonio and girolamo amati	is different from	symmetric	entailment
122554	rational number field possibly the same as egyptian fractions	egyptian fractions possibly the same as rational number field	possibly the same as	symmetric	entailment
4276	o-ichi is a sibling of oda nobuharu	oda nobuharu is a sibling of o-ichi	is a sibling of	symmetric	entailment
272354	apfelstaedt (gemeinde) is different from apfelstadt (gera)	apfelstadt (gera) is different from apfelstaedt (gemeinde)	is different from	symmetric	entailment
102680	maria ana, princess of spain is a sibling of anne d'autriche	anne d'autriche is a sibling of maria ana, princess of spain	is a sibling of	symmetric	entailment
143888	jón (first name) possibly the same as joão	joão possibly the same as jón (first name)	possibly the same as	symmetric	entailment
290177	karl ludwig of baden is a sibling of princess amalie of baden	princess amalie of baden is a sibling of karl ludwig of baden	is a sibling of	symmetric	entailment
301680	james warren childe is a sibling of elias c. childs	elias c. childs is a sibling of james warren childe	is a sibling of	symmetric	entailment
302496	abdul reza pahlavi is a sibling of mohammad rezā pahlavi	mohammad rezā pahlavi is a sibling of abdul reza pahlavi	is a sibling of	symmetric	entailment
123437	manavadar is different from manavadar state	manavadar state is different from manavadar	is different from	symmetric	entailment
58112	louis-charles, count of beaujolais is a sibling of louis-philip i of france	louis-philip i of france is a sibling of louis-charles, count of beaujolais	is a sibling of	symmetric	entailment
139160	anne regina is a sibling of henrietta waldegrave, baroness waldegrave	henrietta waldegrave, baroness waldegrave is a sibling of anne regina	is a sibling of	symmetric	entailment
68543	peter adeney is a sibling of wax mannequin	wax mannequin is a sibling of peter adeney	is a sibling of	symmetric	entailment
135070	gladys fries harriman is a sibling of averill harriman	averill harriman is a sibling of gladys fries harriman	is a sibling of	symmetric	entailment
112835	a trip to the moon (attraction) is different from trip to the moon (roller coaster)	trip to the moon (roller coaster) is different from a trip to the moon (attraction)	is different from	symmetric	entailment
83187	agathocles (son of lysimachus) is a sibling of alexander (son of lysimachus)	alexander (son of lysimachus) is a sibling of agathocles (son of lysimachus)	is a sibling of	symmetric	entailment
120541	charles weeghman is different from george sherwin simonds	george sherwin simonds is different from charles weeghman	is different from	symmetric	entailment
176269	constanze mozart is a sibling of josepha weber	josepha weber is a sibling of constanze mozart	is a sibling of	symmetric	entailment
122390	infanta catherine of navarre is a sibling of jacques de foix	jacques de foix is a sibling of infanta catherine of navarre	is a sibling of	symmetric	entailment
307940	heongang of silla is a sibling of king jeonggang	king jeonggang is a sibling of heongang of silla	is a sibling of	symmetric	entailment
231301	karigaila algirdaitis is a sibling of simeon lingwen	simeon lingwen is a sibling of karigaila algirdaitis	is a sibling of	symmetric	entailment
279847	archduchess maria annunciata of austria is a sibling of archduke otto francis	archduke otto francis is a sibling of archduchess maria annunciata of austria	is a sibling of	symmetric	entailment
74123	paulina gálvez (miss international) is different from paulina gálvez (actress)	paulina gálvez (actress) is different from paulina gálvez (miss international)	is different from	symmetric	entailment
72237	anne dudley, countess of warwick is a sibling of lady margaret seymour	lady margaret seymour is a sibling of anne dudley, countess of warwick	is a sibling of	symmetric	entailment
251947	gian (first name) possibly the same as johan (first name)	johan (first name) possibly the same as gian (first name)	possibly the same as	symmetric	entailment
188883	sepólno krajenskie is different from sepolno krajenskie commune	sepolno krajenskie commune is different from sepólno krajenskie	is different from	symmetric	entailment
293420	jóhannesson possibly the same as johansen	johansen possibly the same as jóhannesson	possibly the same as	symmetric	entailment
24300	alphonso, earl of chester is a sibling of joan of acre	joan of acre is a sibling of alphonso, earl of chester	is a sibling of	symmetric	entailment
169844	thomas dyke acland, 12th baronet is a sibling of arthur herbert dyke acland, 13th baronet	arthur herbert dyke acland, 13th baronet is a sibling of thomas dyke acland, 12th baronet	is a sibling of	symmetric	entailment
45564	louis of france (1263–1276) is a sibling of charles, count of valois	charles, count of valois is a sibling of louis of france (1263–1276)	is a sibling of	symmetric	entailment
98403	doon castle is different from doon castle broch	doon castle broch is different from doon castle	is different from	symmetric	entailment
307497	peter tempesta is a sibling of maria of naples	maria of naples is a sibling of peter tempesta	is a sibling of	symmetric	entailment
85318	margaret of austria (1584-1611) is a sibling of constance of austria	constance of austria is a sibling of margaret of austria (1584-1611)	is a sibling of	symmetric	entailment
133492	edith sitwell is a sibling of sacheverell sitwell	sacheverell sitwell is a sibling of edith sitwell	is a sibling of	symmetric	entailment
238958	louis iii of hesse and the rhine is a sibling of prince alexander of hesse	prince alexander of hesse is a sibling of louis iii of hesse and the rhine	is a sibling of	symmetric	entailment
28729	keith duffy is different from keith duffy (bassist)	keith duffy (bassist) is different from keith duffy	is different from	symmetric	entailment
31793	jean-paul luksic fontbona is a sibling of guillermo luksic craig	guillermo luksic craig is a sibling of jean-paul luksic fontbona	is a sibling of	symmetric	entailment
203925	maria anna of pfalz-neuburg is a sibling of frederick wilhelm von pfalz-neuburg	frederick wilhelm von pfalz-neuburg is a sibling of maria anna of pfalz-neuburg	is a sibling of	symmetric	entailment
249331	muhammad bin abdul aziz is a sibling of majid bin abdul aziz al saud	majid bin abdul aziz al saud is a sibling of muhammad bin abdul aziz	is a sibling of	symmetric	entailment
18641	wakefield brothers is a sibling of felix wakefield	felix wakefield is a sibling of wakefield brothers	is a sibling of	symmetric	entailment
171371	john smith (nephew of joseph smith) is a sibling of joseph f smith, sr	joseph f smith, sr is a sibling of john smith (nephew of joseph smith)	is a sibling of	symmetric	entailment
137951	agnes ii, princess-abbess of quedlinburg is a sibling of dedi iii of lusatia	dedi iii of lusatia is a sibling of agnes ii, princess-abbess of quedlinburg	is a sibling of	symmetric	entailment
90518	balderus is a sibling of hödur	hödur is a sibling of balderus	is a sibling of	symmetric	entailment
110529	prince nawwaf bin abdul-aziz is a sibling of saad bin abdulaziz	saad bin abdulaziz is a sibling of prince nawwaf bin abdul-aziz	is a sibling of	symmetric	entailment
261960	dhruv sarja is a sibling of chiranjeevi sarja	chiranjeevi sarja is a sibling of dhruv sarja	is a sibling of	symmetric	entailment
184774	gian galeazzo maria sforza is a sibling of caterina sforza	caterina sforza is a sibling of gian galeazzo maria sforza	is a sibling of	symmetric	entailment
93618	gregoria maximiliana of austria is a sibling of constance of austria	constance of austria is a sibling of gregoria maximiliana of austria	is a sibling of	symmetric	entailment
77266	birgitta ingeborg alice is a sibling of king carl gustaf	king carl gustaf is a sibling of birgitta ingeborg alice	is a sibling of	symmetric	entailment
261882	syoh (given name) is different from shō (instrument)	shō (instrument) is different from syoh (given name)	is different from	symmetric	entailment
177377	ilias (first name) possibly the same as ilyian	ilyian possibly the same as ilias (first name)	possibly the same as	symmetric	entailment
222821	nicola (name) possibly the same as nicole (first name)	nicole (first name) possibly the same as nicola (name)	possibly the same as	symmetric	entailment
190579	francis russell, 7th duke of bedford is a sibling of lord edward russell	lord edward russell is a sibling of francis russell, 7th duke of bedford	is a sibling of	symmetric	entailment
75928	károly (given name) possibly the same as charles (given name)	charles (given name) possibly the same as károly (given name)	possibly the same as	symmetric	entailment
35366	frederick iv of naples is a sibling of ferdinando d' aragona y guardato, 1st duke of montalto	ferdinando d' aragona y guardato, 1st duke of montalto is a sibling of frederick iv of naples	is a sibling of	symmetric	entailment
19638	anton tschudi is a sibling of clara tschudi	clara tschudi is a sibling of anton tschudi	is a sibling of	symmetric	entailment
226935	go-sanjō tenno is a sibling of emperor goreizei of japan	emperor goreizei of japan is a sibling of go-sanjō tenno	is a sibling of	symmetric	entailment
204120	cejas de bigote is different from juan bustos	juan bustos is different from cejas de bigote	is different from	symmetric	entailment
244408	princess thérèse of france (1736 – 1744) is a sibling of marie adelaide of france	marie adelaide of france is a sibling of princess thérèse of france (1736 – 1744)	is a sibling of	symmetric	entailment
296378	brock (surname) possibly the same as broks	broks possibly the same as brock (surname)	possibly the same as	symmetric	entailment
181882	petr záhrobský is a sibling of sarka strachova	sarka strachova is a sibling of petr záhrobský	is a sibling of	symmetric	entailment
248768	frederick ii of swabia is a sibling of leopold iv, duke of bavaria	leopold iv, duke of bavaria is a sibling of frederick ii of swabia	is a sibling of	symmetric	entailment
123961	james vii of scots is a sibling of henry stuart, duke of gloucester	henry stuart, duke of gloucester is a sibling of james vii of scots	is a sibling of	symmetric	entailment
208831	esmehan sultan is a sibling of sah sultan (daughter of selim ii)	sah sultan (daughter of selim ii) is a sibling of esmehan sultan	is a sibling of	symmetric	entailment
239866	stephen (given name) possibly the same as esteban	esteban possibly the same as stephen (given name)	possibly the same as	symmetric	entailment
152251	richard de montfort is a sibling of isabel of conches	isabel of conches is a sibling of richard de montfort	is a sibling of	symmetric	entailment
274319	jane nasmyth is a sibling of barbara nasmyth	barbara nasmyth is a sibling of jane nasmyth	is a sibling of	symmetric	entailment
111533	saranya bhagyaraj is a sibling of shantanu bhagyaraj	shantanu bhagyaraj is a sibling of saranya bhagyaraj	is a sibling of	symmetric	entailment
5655	agnes hedwig of anhalt is a sibling of louis i, prince of anhalt-kothen	louis i, prince of anhalt-kothen is a sibling of agnes hedwig of anhalt	is a sibling of	symmetric	entailment
201484	katariina (first name) possibly the same as catalina (first name)	catalina (first name) possibly the same as katariina (first name)	possibly the same as	symmetric	entailment
157125	george vii of georgia is a sibling of constantine i of georgia	constantine i of georgia is a sibling of george vii of georgia	is a sibling of	symmetric	entailment
289113	archduchess hermine of austria is a sibling of archduchess elisabeth franziska, duchess of teschen	archduchess elisabeth franziska, duchess of teschen is a sibling of archduchess hermine of austria	is a sibling of	symmetric	entailment
127919	johnny (first name) possibly the same as juan (first name)	juan (first name) possibly the same as johnny (first name)	possibly the same as	symmetric	entailment
274060	fadrique of castile is a sibling of eleanor of castile (1241–1290)	eleanor of castile (1241–1290) is a sibling of fadrique of castile	is a sibling of	symmetric	entailment
257931	margarete (given name) possibly the same as markéta	markéta possibly the same as margarete (given name)	possibly the same as	symmetric	entailment
250758	princess maximilienne wilhelmine marie of hesse and by rhine is a sibling of louis iii of hesse and the rhine	louis iii of hesse and the rhine is a sibling of princess maximilienne wilhelmine marie of hesse and by rhine	is a sibling of	symmetric	entailment
160074	crato, count of nassau-saarbrücken is a sibling of gustav adolph, count of nassau-saarbrucken	gustav adolph, count of nassau-saarbrucken is a sibling of crato, count of nassau-saarbrücken	is a sibling of	symmetric	entailment
222613	renée estevez is a sibling of emilio estevez	emilio estevez is a sibling of renée estevez	is a sibling of	symmetric	entailment
221297	kimball musk is a sibling of tosca musk	tosca musk is a sibling of kimball musk	is a sibling of	symmetric	entailment
130440	2013 china open (tennis) is different from 2013 china open (snooker)	2013 china open (snooker) is different from 2013 china open (tennis)	is different from	symmetric	entailment
161944	ludvig (given name) possibly the same as chlodowic	chlodowic possibly the same as ludvig (given name)	possibly the same as	symmetric	entailment
55329	petro (first name) is an equivalent name of petra (given name) for other gender	petra (given name) is an equivalent name of petro (first name) for other gender	is an equivalent name of	symmetric	entailment
309402	muu hime is a sibling of date hidemune	date hidemune is a sibling of muu hime	is a sibling of	symmetric	entailment
71111	chyi yu is a sibling of chyi chin	chyi chin is a sibling of chyi yu	is a sibling of	symmetric	entailment
91410	timothy priestley is a sibling of priestley, joseph	priestley, joseph is a sibling of timothy priestley	is a sibling of	symmetric	entailment
16804	borja garcía menéndez is different from borja garcía (footballer)	borja garcía (footballer) is different from borja garcía menéndez	is different from	symmetric	entailment
40263	sun in splendour is different from sonne (album)	sonne (album) is different from sun in splendour	is different from	symmetric	entailment
286114	erdmuthe of brandenburg is a sibling of george albert ii, margrave of brandenburg	george albert ii, margrave of brandenburg is a sibling of erdmuthe of brandenburg	is a sibling of	symmetric	entailment
294715	jamey spears is a sibling of bryan spears	bryan spears is a sibling of jamey spears	is a sibling of	symmetric	entailment
198542	jakobson (surname) possibly the same as jakobsson	jakobsson possibly the same as jakobson (surname)	possibly the same as	symmetric	entailment
143101	derk (given name) possibly the same as derek	derek possibly the same as derk (given name)	possibly the same as	symmetric	entailment
205721	johann adolf i, duke of saxe-weissenfels is a sibling of heinrich of saxe-weissenfels, count of barby	heinrich of saxe-weissenfels, count of barby is a sibling of johann adolf i, duke of saxe-weissenfels	is a sibling of	symmetric	entailment
256765	frederick dent grant is a sibling of ulysses s. grant jr	ulysses s. grant jr. is a sibling of frederick dent grant	is a sibling of	symmetric	entailment
164476	bolko v the hussite is a sibling of jan i of opole	jan i of opole is a sibling of bolko v the hussite	is a sibling of	symmetric	entailment
275594	ahmet altan is a sibling of mehmet altan	mehmet altan is a sibling of ahmet altan	is a sibling of	symmetric	entailment
225472	queen liliʻuokalani is a sibling of princess kaiminaauao	princess kaiminaauao is a sibling of queen liliʻuokalani	is a sibling of	symmetric	entailment
120596	william de valence, 1st earl of pembroke (3rd house) is a sibling of aymer de valence (bishop)	aymer de valence (bishop) is a sibling of william de valence, 1st earl of pembroke (3rd house)	is a sibling of	symmetric	entailment
185664	miclauseni is different from butea	butea is different from miclauseni	is different from	symmetric	entailment
288221	e 19 partially overlaps with a 1 autoroute	a 1 autoroute partially overlaps with e 19	partially overlaps with	symmetric	entailment
279754	mihajlovski possibly the same as michælson (name)	michælson (name) possibly the same as mihajlovski	possibly the same as	symmetric	entailment
154552	philip parham is a sibling of melanie giedroyc	melanie giedroyc is a sibling of philip parham	is a sibling of	symmetric	entailment
162399	beatrice of hungary, dauphine of viennois is a sibling of clemence de hongerie	clemence de hongerie is a sibling of beatrice of hungary, dauphine of viennois	is a sibling of	symmetric	entailment
231227	hugh pigot (royal navy admiral) is a sibling of john wrottesley	john wrottesley is a sibling of hugh pigot (royal navy admiral)	is a sibling of	symmetric	entailment
145208	"barry orton is a sibling of ""ace cowboy"" orton"	"""ace cowboy"" orton is a sibling of barry orton"	is a sibling of	symmetric	entailment
20659	thomas morgan (of dderw) is a sibling of john morgan (1671-1720)	john morgan (1671-1720) is a sibling of thomas morgan (of dderw)	is a sibling of	symmetric	entailment
84863	sans iv gassia of gascony is a sibling of guillermo garcés	guillermo garcés is a sibling of sans iv gassia of gascony	is a sibling of	symmetric	entailment
278810	monique possibly the same as monica (given name)	monica (given name) possibly the same as monique	possibly the same as	symmetric	entailment
76321	margaret of bourbon (1438–1483) is a sibling of peter ii, duke of bourbon	peter ii, duke of bourbon is a sibling of margaret of bourbon (1438–1483)	is a sibling of	symmetric	entailment
119912	sophia dobson collet is a sibling of edward dobson	edward dobson is a sibling of sophia dobson collet	is a sibling of	symmetric	entailment
286335	constance, duchess of wodzisław is a sibling of mieszko, duke of teschen	mieszko, duke of teschen is a sibling of constance, duchess of wodzisław	is a sibling of	symmetric	entailment
93910	claudio randrianantoanina is a sibling of marco randrianantoanina	marco randrianantoanina is a sibling of claudio randrianantoanina	is a sibling of	symmetric	entailment
233512	andrew (given name) possibly the same as anders (given name)	anders (given name) possibly the same as andrew (given name)	possibly the same as	symmetric	entailment
251896	sblaisewilliams1/sandbox is a sibling of paulette nardal	paulette nardal is a sibling of sblaisewilliams1/sandbox	is a sibling of	symmetric	entailment
78758	your love (the outfield song) is different from your love (nicki minaj song)	your love (nicki minaj song) is different from your love (the outfield song)	is different from	symmetric	entailment
193548	fawwaz bin abdul-aziz al saud is a sibling of turki bin abdul-aziz al saud	turki bin abdul-aziz al saud is a sibling of fawwaz bin abdul-aziz al saud	is a sibling of	symmetric	entailment
240499	pedro caro is a sibling of j.m. caro	j.m. caro is a sibling of pedro caro	is a sibling of	symmetric	entailment
100646	white lightning (roller coaster) is different from white lightning (1953 film)	white lightning (1953 film) is different from white lightning (roller coaster)	is different from	symmetric	entailment
