textid	text	pair	weak	strong	label
2125	a furniture store displayed a sale on bedroom sets all week.	a desk store displayed a sale on bedroom sets all week.	entailment		
2126	a desk store displayed a sale on bedroom sets all week.	a furniture store displayed a sale on bedroom sets all week.	desk	furniture	non-entailment
2127	a furniture store displayed a sale on bedroom sets all week.	a bed store displayed a sale on bedroom sets all week.	entailment		
2128	a bed store displayed a sale on bedroom sets all week.	a furniture store displayed a sale on bedroom sets all week.	bed	furniture	non-entailment
2129	a furniture store displayed a sale on bedroom sets all week.	a cabinet store displayed a sale on bedroom sets all week.	entailment		
2130	a cabinet store displayed a sale on bedroom sets all week.	a furniture store displayed a sale on bedroom sets all week.	cabinet	furniture	non-entailment
2131	she arranged the furniture to create a cozy reading nook.	she arranged the sofa to create a cozy reading nook.	entailment		
2132	she arranged the sofa to create a cozy reading nook.	she arranged the furniture to create a cozy reading nook.	sofa	furniture	non-entailment
2133	she arranged the furniture to create a cozy reading nook.	she arranged the armchair to create a cozy reading nook.	entailment		
2134	she arranged the armchair to create a cozy reading nook.	she arranged the furniture to create a cozy reading nook.	armchair	furniture	non-entailment
2135	she arranged the furniture to create a cozy reading nook.	she arranged the desk to create a cozy reading nook.	entailment		
2136	she arranged the desk to create a cozy reading nook.	she arranged the furniture to create a cozy reading nook.	desk	furniture	non-entailment
2137	she arranged the furniture to create a cozy reading nook.	she arranged the bed to create a cozy reading nook.	entailment		
2138	she arranged the bed to create a cozy reading nook.	she arranged the furniture to create a cozy reading nook.	bed	furniture	non-entailment
2139	she arranged the furniture to create a cozy reading nook.	she arranged the cabinet to create a cozy reading nook.	entailment		
2140	she arranged the cabinet to create a cozy reading nook.	she arranged the furniture to create a cozy reading nook.	cabinet	furniture	non-entailment
2141	they donated old furniture to the community shelter last month.	they donated old sofa to the community shelter last month.	entailment		
2142	they donated old sofa to the community shelter last month.	they donated old furniture to the community shelter last month.	sofa	furniture	non-entailment
2143	they donated old furniture to the community shelter last month.	they donated old armchair to the community shelter last month.	entailment		
2144	they donated old armchair to the community shelter last month.	they donated old furniture to the community shelter last month.	armchair	furniture	non-entailment
2145	they donated old furniture to the community shelter last month.	they donated old desk to the community shelter last month.	entailment		
2146	they donated old desk to the community shelter last month.	they donated old furniture to the community shelter last month.	desk	furniture	non-entailment
2147	they donated old furniture to the community shelter last month.	they donated old bed to the community shelter last month.	entailment		
2148	they donated old bed to the community shelter last month.	they donated old furniture to the community shelter last month.	bed	furniture	non-entailment
2149	they donated old furniture to the community shelter last month.	they donated old cabinet to the community shelter last month.	entailment		
2150	they donated old cabinet to the community shelter last month.	they donated old furniture to the community shelter last month.	cabinet	furniture	non-entailment
2151	a skilled carpenter built custom furniture for the tiny house.	a skilled carpenter built custom sofa for the tiny house.	entailment		
2152	a skilled carpenter built custom sofa for the tiny house.	a skilled carpenter built custom furniture for the tiny house.	sofa	furniture	non-entailment
2153	a skilled carpenter built custom furniture for the tiny house.	a skilled carpenter built custom armchair for the tiny house.	entailment		
2154	a skilled carpenter built custom armchair for the tiny house.	a skilled carpenter built custom furniture for the tiny house.	armchair	furniture	non-entailment
2155	a skilled carpenter built custom furniture for the tiny house.	a skilled carpenter built custom desk for the tiny house.	entailment		
2156	a skilled carpenter built custom desk for the tiny house.	a skilled carpenter built custom furniture for the tiny house.	desk	furniture	non-entailment
2157	a skilled carpenter built custom furniture for the tiny house.	a skilled carpenter built custom bed for the tiny house.	entailment		
2158	a skilled carpenter built custom bed for the tiny house.	a skilled carpenter built custom furniture for the tiny house.	bed	furniture	non-entailment
2159	a skilled carpenter built custom furniture for the tiny house.	a skilled carpenter built custom cabinet for the tiny house.	entailment		
2160	a skilled carpenter built custom cabinet for the tiny house.	a skilled carpenter built custom furniture for the tiny house.	cabinet	furniture	non-entailment
2161	they refinished each piece of furniture to reveal the wood grain.	they refinished each piece of sofa to reveal the wood grain.	entailment		
2162	they refinished each piece of sofa to reveal the wood grain.	they refinished each piece of furniture to reveal the wood grain.	sofa	furniture	non-entailment
2163	they refinished each piece of furniture to reveal the wood grain.	they refinished each piece of armchair to reveal the wood grain.	entailment		
2164	they refinished each piece of armchair to reveal the wood grain.	they refinished each piece of furniture to reveal the wood grain.	armchair	furniture	non-entailment
2165	they refinished each piece of furniture to reveal the wood grain.	they refinished each piece of desk to reveal the wood grain.	entailment		
2166	they refinished each piece of desk to reveal the wood grain.	they refinished each piece of furniture to reveal the wood grain.	desk	furniture	non-entailment
2167	they refinished each piece of furniture to reveal the wood grain.	they refinished each piece of bed to reveal the wood grain.	entailment		
2168	they refinished each piece of bed to reveal the wood grain.	they refinished each piece of furniture to reveal the wood grain.	bed	furniture	non-entailment
2169	they refinished each piece of furniture to reveal the wood grain.	they refinished each piece of cabinet to reveal the wood grain.	entailment		
2170	they refinished each piece of cabinet to reveal the wood grain.	they refinished each piece of furniture to reveal the wood grain.	cabinet	furniture	non-entailment
2171	the showroom featured modern furniture and minimalist designs.	the showroom featured modern sofa and minimalist designs.	entailment		
2172	the showroom featured modern sofa and minimalist designs.	the showroom featured modern furniture and minimalist designs.	sofa	furniture	non-entailment
2173	the showroom featured modern furniture and minimalist designs.	the showroom featured modern armchair and minimalist designs.	entailment		
2174	the showroom featured modern armchair and minimalist designs.	the showroom featured modern furniture and minimalist designs.	armchair	furniture	non-entailment
2175	the showroom featured modern furniture and minimalist designs.	the showroom featured modern desk and minimalist designs.	entailment		
2176	the showroom featured modern desk and minimalist designs.	the showroom featured modern furniture and minimalist designs.	desk	furniture	non-entailment
2177	the showroom featured modern furniture and minimalist designs.	the showroom featured modern bed and minimalist designs.	entailment		
2178	the showroom featured modern bed and minimalist designs.	the showroom featured modern furniture and minimalist designs.	bed	furniture	non-entailment
2179	the showroom featured modern furniture and minimalist designs.	the showroom featured modern cabinet and minimalist designs.	entailment		
2180	the showroom featured modern cabinet and minimalist designs.	the showroom featured modern furniture and minimalist designs.	cabinet	furniture	non-entailment
2181	she selected outdoor furniture that could withstand the elements.	she selected outdoor sofa that could withstand the elements.	entailment		
2182	she selected outdoor sofa that could withstand the elements.	she selected outdoor furniture that could withstand the elements.	sofa	furniture	non-entailment
2183	she selected outdoor furniture that could withstand the elements.	she selected outdoor armchair that could withstand the elements.	entailment		
2184	she selected outdoor armchair that could withstand the elements.	she selected outdoor furniture that could withstand the elements.	armchair	furniture	non-entailment
2185	she selected outdoor furniture that could withstand the elements.	she selected outdoor desk that could withstand the elements.	entailment		
2186	she selected outdoor desk that could withstand the elements.	she selected outdoor furniture that could withstand the elements.	desk	furniture	non-entailment
2187	she selected outdoor furniture that could withstand the elements.	she selected outdoor bed that could withstand the elements.	entailment		
2188	she selected outdoor bed that could withstand the elements.	she selected outdoor furniture that could withstand the elements.	bed	furniture	non-entailment
2189	she selected outdoor furniture that could withstand the elements.	she selected outdoor cabinet that could withstand the elements.	entailment		
2190	she selected outdoor cabinet that could withstand the elements.	she selected outdoor furniture that could withstand the elements.	cabinet	furniture	non-entailment
2191	a misplaced cup left a ring on the new furniture top.	a misplaced cup left a ring on the new sofa top.	entailment		
2192	a misplaced cup left a ring on the new sofa top.	a misplaced cup left a ring on the new furniture top.	sofa	furniture	non-entailment
2193	a misplaced cup left a ring on the new furniture top.	a misplaced cup left a ring on the new armchair top.	entailment		
2194	a misplaced cup left a ring on the new armchair top.	a misplaced cup left a ring on the new furniture top.	armchair	furniture	non-entailment
2195	a misplaced cup left a ring on the new furniture top.	a misplaced cup left a ring on the new desk top.	entailment		
2196	a misplaced cup left a ring on the new desk top.	a misplaced cup left a ring on the new furniture top.	desk	furniture	non-entailment
2197	a misplaced cup left a ring on the new furniture top.	a misplaced cup left a ring on the new bed top.	entailment		
2198	a misplaced cup left a ring on the new bed top.	a misplaced cup left a ring on the new furniture top.	bed	furniture	non-entailment
2199	a misplaced cup left a ring on the new furniture top.	a misplaced cup left a ring on the new cabinet top.	entailment		
2200	a misplaced cup left a ring on the new cabinet top.	a misplaced cup left a ring on the new furniture top.	cabinet	furniture	non-entailment
2201	they reupholstered the old furniture with bright, patterned fabric.	they reupholstered the old sofa with bright, patterned fabric.	entailment		
2202	they reupholstered the old sofa with bright, patterned fabric.	they reupholstered the old furniture with bright, patterned fabric.	sofa	furniture	non-entailment
2203	they reupholstered the old furniture with bright, patterned fabric.	they reupholstered the old armchair with bright, patterned fabric.	entailment		
2204	they reupholstered the old armchair with bright, patterned fabric.	they reupholstered the old furniture with bright, patterned fabric.	armchair	furniture	non-entailment
2205	they reupholstered the old furniture with bright, patterned fabric.	they reupholstered the old desk with bright, patterned fabric.	entailment		
2206	they reupholstered the old desk with bright, patterned fabric.	they reupholstered the old furniture with bright, patterned fabric.	desk	furniture	non-entailment
2207	they reupholstered the old furniture with bright, patterned fabric.	they reupholstered the old bed with bright, patterned fabric.	entailment		
2208	they reupholstered the old bed with bright, patterned fabric.	they reupholstered the old furniture with bright, patterned fabric.	bed	furniture	non-entailment
2209	they reupholstered the old furniture with bright, patterned fabric.	they reupholstered the old cabinet with bright, patterned fabric.	entailment		
2210	they reupholstered the old cabinet with bright, patterned fabric.	they reupholstered the old furniture with bright, patterned fabric.	cabinet	furniture	non-entailment
2211	a local artisan showcased handcrafted furniture at the fair.	a local artisan showcased handcrafted sofa at the fair.	entailment		
2212	a local artisan showcased handcrafted sofa at the fair.	a local artisan showcased handcrafted furniture at the fair.	sofa	furniture	non-entailment
2213	a local artisan showcased handcrafted furniture at the fair.	a local artisan showcased handcrafted armchair at the fair.	entailment		
2214	a local artisan showcased handcrafted armchair at the fair.	a local artisan showcased handcrafted furniture at the fair.	armchair	furniture	non-entailment
2215	a local artisan showcased handcrafted furniture at the fair.	a local artisan showcased handcrafted desk at the fair.	entailment		
2216	a local artisan showcased handcrafted desk at the fair.	a local artisan showcased handcrafted furniture at the fair.	desk	furniture	non-entailment
2217	a local artisan showcased handcrafted furniture at the fair.	a local artisan showcased handcrafted bed at the fair.	entailment		
2218	a local artisan showcased handcrafted bed at the fair.	a local artisan showcased handcrafted furniture at the fair.	bed	furniture	non-entailment
2219	a local artisan showcased handcrafted furniture at the fair.	a local artisan showcased handcrafted cabinet at the fair.	entailment		
2220	a local artisan showcased handcrafted cabinet at the fair.	a local artisan showcased handcrafted furniture at the fair.	cabinet	furniture	non-entailment
2221	she measured the space carefully before buying new furniture.	she measured the space carefully before buying new sofa.	entailment		
2222	she measured the space carefully before buying new sofa.	she measured the space carefully before buying new furniture.	sofa	furniture	non-entailment
2223	she measured the space carefully before buying new furniture.	she measured the space carefully before buying new armchair.	entailment		
2224	she measured the space carefully before buying new armchair.	she measured the space carefully before buying new furniture.	armchair	furniture	non-entailment
2225	she measured the space carefully before buying new furniture.	she measured the space carefully before buying new desk.	entailment		
2226	she measured the space carefully before buying new desk.	she measured the space carefully before buying new furniture.	desk	furniture	non-entailment
2227	she measured the space carefully before buying new furniture.	she measured the space carefully before buying new bed.	entailment		
2228	she measured the space carefully before buying new bed.	she measured the space carefully before buying new furniture.	bed	furniture	non-entailment
2229	she measured the space carefully before buying new furniture.	she measured the space carefully before buying new cabinet.	entailment		
2230	she measured the space carefully before buying new cabinet.	she measured the space carefully before buying new furniture.	cabinet	furniture	non-entailment
2231	the delivery truck brought the missing piece of furniture by noon.	the delivery truck brought the missing piece of sofa by noon.	entailment		
2232	the delivery truck brought the missing piece of sofa by noon.	the delivery truck brought the missing piece of furniture by noon.	sofa	furniture	non-entailment
2233	the delivery truck brought the missing piece of furniture by noon.	the delivery truck brought the missing piece of armchair by noon.	entailment		
2234	the delivery truck brought the missing piece of armchair by noon.	the delivery truck brought the missing piece of furniture by noon.	armchair	furniture	non-entailment
2235	the delivery truck brought the missing piece of furniture by noon.	the delivery truck brought the missing piece of desk by noon.	entailment		
2236	the delivery truck brought the missing piece of desk by noon.	the delivery truck brought the missing piece of furniture by noon.	desk	furniture	non-entailment
2237	the delivery truck brought the missing piece of furniture by noon.	the delivery truck brought the missing piece of bed by noon.	entailment		
2238	the delivery truck brought the missing piece of bed by noon.	the delivery truck brought the missing piece of furniture by noon.	bed	furniture	non-entailment
2239	the delivery truck brought the missing piece of furniture by noon.	the delivery truck brought the missing piece of cabinet by noon.	entailment		
2240	the delivery truck brought the missing piece of cabinet by noon.	the delivery truck brought the missing piece of furniture by noon.	cabinet	furniture	non-entailment
2241	a wooden chair sat beside the fireplace, worn smooth by years of use.	a wooden armchair sat beside the fireplace, worn smooth by years of use.	entailment		
2242	a wooden armchair sat beside the fireplace, worn smooth by years of use.	a wooden chair sat beside the fireplace, worn smooth by years of use.	armchair	chair	non-entailment
2243	a wooden chair sat beside the fireplace, worn smooth by years of use.	a wooden stool sat beside the fireplace, worn smooth by years of use.	entailment		
2244	a wooden stool sat beside the fireplace, worn smooth by years of use.	a wooden chair sat beside the fireplace, worn smooth by years of use.	stool	chair	non-entailment
2245	a wooden chair sat beside the fireplace, worn smooth by years of use.	a wooden rocking chair sat beside the fireplace, worn smooth by years of use.	entailment		
2246	a wooden rocking chair sat beside the fireplace, worn smooth by years of use.	a wooden chair sat beside the fireplace, worn smooth by years of use.	rocking chair	chair	non-entailment
2247	a wooden chair sat beside the fireplace, worn smooth by years of use.	a wooden dining chair sat beside the fireplace, worn smooth by years of use.	entailment		
2248	a wooden dining chair sat beside the fireplace, worn smooth by years of use.	a wooden chair sat beside the fireplace, worn smooth by years of use.	dining chair	chair	non-entailment
2249	a wooden chair sat beside the fireplace, worn smooth by years of use.	a wooden office chair sat beside the fireplace, worn smooth by years of use.	entailment		
2250	a wooden office chair sat beside the fireplace, worn smooth by years of use.	a wooden chair sat beside the fireplace, worn smooth by years of use.	office chair	chair	non-entailment
2251	he placed a new chair at the desk in the study.	he placed a new armchair at the desk in the study.	entailment		
2252	he placed a new armchair at the desk in the study.	he placed a new chair at the desk in the study.	armchair	chair	non-entailment
2253	he placed a new chair at the desk in the study.	he placed a new stool at the desk in the study.	entailment		
2254	he placed a new stool at the desk in the study.	he placed a new chair at the desk in the study.	stool	chair	non-entailment
2255	he placed a new chair at the desk in the study.	he placed a new rocking chair at the desk in the study.	entailment		
2256	he placed a new rocking chair at the desk in the study.	he placed a new chair at the desk in the study.	rocking chair	chair	non-entailment
2257	he placed a new chair at the desk in the study.	he placed a new dining chair at the desk in the study.	entailment		
2258	he placed a new dining chair at the desk in the study.	he placed a new chair at the desk in the study.	dining chair	chair	non-entailment
2259	he placed a new chair at the desk in the study.	he placed a new office chair at the desk in the study.	entailment		
2260	he placed a new office chair at the desk in the study.	he placed a new chair at the desk in the study.	office chair	chair	non-entailment
2261	a plastic chair on the porch cracked under the afternoon sun.	a plastic armchair on the porch cracked under the afternoon sun.	entailment		
2262	a plastic armchair on the porch cracked under the afternoon sun.	a plastic chair on the porch cracked under the afternoon sun.	armchair	chair	non-entailment
2263	a plastic chair on the porch cracked under the afternoon sun.	a plastic stool on the porch cracked under the afternoon sun.	entailment		
2264	a plastic stool on the porch cracked under the afternoon sun.	a plastic chair on the porch cracked under the afternoon sun.	stool	chair	non-entailment
2265	a plastic chair on the porch cracked under the afternoon sun.	a plastic rocking chair on the porch cracked under the afternoon sun.	entailment		
2266	a plastic rocking chair on the porch cracked under the afternoon sun.	a plastic chair on the porch cracked under the afternoon sun.	rocking chair	chair	non-entailment
2267	a plastic chair on the porch cracked under the afternoon sun.	a plastic dining chair on the porch cracked under the afternoon sun.	entailment		
2268	a plastic dining chair on the porch cracked under the afternoon sun.	a plastic chair on the porch cracked under the afternoon sun.	dining chair	chair	non-entailment
2269	a plastic chair on the porch cracked under the afternoon sun.	a plastic office chair on the porch cracked under the afternoon sun.	entailment		
2270	a plastic office chair on the porch cracked under the afternoon sun.	a plastic chair on the porch cracked under the afternoon sun.	office chair	chair	non-entailment
2271	the dining room chair had an embroidered cushion for comfort.	the dining room armchair had an embroidered cushion for comfort.	entailment		
2272	the dining room armchair had an embroidered cushion for comfort.	the dining room chair had an embroidered cushion for comfort.	armchair	chair	non-entailment
2273	the dining room chair had an embroidered cushion for comfort.	the dining room stool had an embroidered cushion for comfort.	entailment		
2274	the dining room stool had an embroidered cushion for comfort.	the dining room chair had an embroidered cushion for comfort.	stool	chair	non-entailment
2275	the dining room chair had an embroidered cushion for comfort.	the dining room rocking chair had an embroidered cushion for comfort.	entailment		
2276	the dining room rocking chair had an embroidered cushion for comfort.	the dining room chair had an embroidered cushion for comfort.	rocking chair	chair	non-entailment
2277	the dining room chair had an embroidered cushion for comfort.	the dining room dining chair had an embroidered cushion for comfort.	entailment		
2278	the dining room dining chair had an embroidered cushion for comfort.	the dining room chair had an embroidered cushion for comfort.	dining chair	chair	non-entailment
2279	the dining room chair had an embroidered cushion for comfort.	the dining room office chair had an embroidered cushion for comfort.	entailment		
2280	the dining room office chair had an embroidered cushion for comfort.	the dining room chair had an embroidered cushion for comfort.	office chair	chair	non-entailment
2281	an ergonomic chair improved her posture after long workdays.	an ergonomic armchair improved her posture after long workdays.	entailment		
2282	an ergonomic armchair improved her posture after long workdays.	an ergonomic chair improved her posture after long workdays.	armchair	chair	non-entailment
2283	an ergonomic chair improved her posture after long workdays.	an ergonomic stool improved her posture after long workdays.	entailment		
2284	an ergonomic stool improved her posture after long workdays.	an ergonomic chair improved her posture after long workdays.	stool	chair	non-entailment
2285	an ergonomic chair improved her posture after long workdays.	an ergonomic rocking chair improved her posture after long workdays.	entailment		
2286	an ergonomic rocking chair improved her posture after long workdays.	an ergonomic chair improved her posture after long workdays.	rocking chair	chair	non-entailment
2287	an ergonomic chair improved her posture after long workdays.	an ergonomic dining chair improved her posture after long workdays.	entailment		
2288	an ergonomic dining chair improved her posture after long workdays.	an ergonomic chair improved her posture after long workdays.	dining chair	chair	non-entailment
2289	an ergonomic chair improved her posture after long workdays.	an ergonomic office chair improved her posture after long workdays.	entailment		
2290	an ergonomic office chair improved her posture after long workdays.	an ergonomic chair improved her posture after long workdays.	office chair	chair	non-entailment
2291	a stack of folding chairs awaited the guests in the hallway.	a stack of folding armchairs awaited the guests in the hallway.	entailment		
2292	a stack of folding armchairs awaited the guests in the hallway.	a stack of folding chairs awaited the guests in the hallway.	armchair	chair	non-entailment
2293	a stack of folding chairs awaited the guests in the hallway.	a stack of folding stools awaited the guests in the hallway.	entailment		
2294	a stack of folding stools awaited the guests in the hallway.	a stack of folding chairs awaited the guests in the hallway.	stool	chair	non-entailment
2295	a stack of folding chairs awaited the guests in the hallway.	a stack of folding rocking chairs awaited the guests in the hallway.	entailment		
2296	a stack of folding rocking chairs awaited the guests in the hallway.	a stack of folding chairs awaited the guests in the hallway.	rocking chair	chair	non-entailment
2297	a stack of folding chairs awaited the guests in the hallway.	a stack of folding dining chairs awaited the guests in the hallway.	entailment		
2298	a stack of folding dining chairs awaited the guests in the hallway.	a stack of folding chairs awaited the guests in the hallway.	dining chair	chair	non-entailment
2299	a stack of folding chairs awaited the guests in the hallway.	a stack of folding office chairs awaited the guests in the hallway.	entailment		
2300	a stack of folding office chairs awaited the guests in the hallway.	a stack of folding chairs awaited the guests in the hallway.	office chair	chair	non-entailment
2301	they repainted the chair to match the new living room color scheme.	they repainted the armchair to match the new living room color scheme.	entailment		
2302	they repainted the armchair to match the new living room color scheme.	they repainted the chair to match the new living room color scheme.	armchair	chair	non-entailment
2303	they repainted the chair to match the new living room color scheme.	they repainted the stool to match the new living room color scheme.	entailment		
2304	they repainted the stool to match the new living room color scheme.	they repainted the chair to match the new living room color scheme.	stool	chair	non-entailment
2305	they repainted the chair to match the new living room color scheme.	they repainted the rocking chair to match the new living room color scheme.	entailment		
2306	they repainted the rocking chair to match the new living room color scheme.	they repainted the chair to match the new living room color scheme.	rocking chair	chair	non-entailment
2307	they repainted the chair to match the new living room color scheme.	they repainted the dining chair to match the new living room color scheme.	entailment		
2308	they repainted the dining chair to match the new living room color scheme.	they repainted the chair to match the new living room color scheme.	dining chair	chair	non-entailment
2309	they repainted the chair to match the new living room color scheme.	they repainted the office chair to match the new living room color scheme.	entailment		
2310	they repainted the office chair to match the new living room color scheme.	they repainted the chair to match the new living room color scheme.	office chair	chair	non-entailment
2311	a rocking chair creaked gently as the baby fell asleep.	a rocking armchair creaked gently as the baby fell asleep.	entailment		
2312	a rocking armchair creaked gently as the baby fell asleep.	a rocking chair creaked gently as the baby fell asleep.	armchair	chair	non-entailment
2313	a rocking chair creaked gently as the baby fell asleep.	a rocking stool creaked gently as the baby fell asleep.	entailment		
2314	a rocking stool creaked gently as the baby fell asleep.	a rocking chair creaked gently as the baby fell asleep.	stool	chair	non-entailment
2315	a rocking chair creaked gently as the baby fell asleep.	a rocking rocking chair creaked gently as the baby fell asleep.	entailment		
2316	a rocking rocking chair creaked gently as the baby fell asleep.	a rocking chair creaked gently as the baby fell asleep.	rocking chair	chair	non-entailment
2317	a rocking chair creaked gently as the baby fell asleep.	a rocking dining chair creaked gently as the baby fell asleep.	entailment		
2318	a rocking dining chair creaked gently as the baby fell asleep.	a rocking chair creaked gently as the baby fell asleep.	dining chair	chair	non-entailment
2319	a rocking chair creaked gently as the baby fell asleep.	a rocking office chair creaked gently as the baby fell asleep.	entailment		
2320	a rocking office chair creaked gently as the baby fell asleep.	a rocking chair creaked gently as the baby fell asleep.	office chair	chair	non-entailment
2321	the throne-like chair stood at the head of the long table.	the throne-like armchair stood at the head of the long table.	entailment		
2322	the throne-like armchair stood at the head of the long table.	the throne-like chair stood at the head of the long table.	armchair	chair	non-entailment
2323	the throne-like chair stood at the head of the long table.	the throne-like stool stood at the head of the long table.	entailment		
2324	the throne-like stool stood at the head of the long table.	the throne-like chair stood at the head of the long table.	stool	chair	non-entailment
2325	the throne-like chair stood at the head of the long table.	the throne-like rocking chair stood at the head of the long table.	entailment		
2326	the throne-like rocking chair stood at the head of the long table.	the throne-like chair stood at the head of the long table.	rocking chair	chair	non-entailment
2327	the throne-like chair stood at the head of the long table.	the throne-like dining chair stood at the head of the long table.	entailment		
2328	the throne-like dining chair stood at the head of the long table.	the throne-like chair stood at the head of the long table.	dining chair	chair	non-entailment
2329	the throne-like chair stood at the head of the long table.	the throne-like office chair stood at the head of the long table.	entailment		
2330	the throne-like office chair stood at the head of the long table.	the throne-like chair stood at the head of the long table.	office chair	chair	non-entailment
2331	she brought a camping chair to sit beside the lake.	she brought a camping armchair to sit beside the lake.	entailment		
2332	she brought a camping armchair to sit beside the lake.	she brought a camping chair to sit beside the lake.	armchair	chair	non-entailment
2333	she brought a camping chair to sit beside the lake.	she brought a camping stool to sit beside the lake.	entailment		
2334	she brought a camping stool to sit beside the lake.	she brought a camping chair to sit beside the lake.	stool	chair	non-entailment
2335	she brought a camping chair to sit beside the lake.	she brought a camping rocking chair to sit beside the lake.	entailment		
2336	she brought a camping rocking chair to sit beside the lake.	she brought a camping chair to sit beside the lake.	rocking chair	chair	non-entailment
2337	she brought a camping chair to sit beside the lake.	she brought a camping dining chair to sit beside the lake.	entailment		
2338	she brought a camping dining chair to sit beside the lake.	she brought a camping chair to sit beside the lake.	dining chair	chair	non-entailment
2339	she brought a camping chair to sit beside the lake.	she brought a camping office chair to sit beside the lake.	entailment		
2340	she brought a camping office chair to sit beside the lake.	she brought a camping chair to sit beside the lake.	office chair	chair	non-entailment
2341	a broken chair leg sent the visitor tumbling to the floor.	a broken armchair leg sent the visitor tumbling to the floor.	entailment		
2342	a broken armchair leg sent the visitor tumbling to the floor.	a broken chair leg sent the visitor tumbling to the floor.	armchair	chair	non-entailment
2343	a broken chair leg sent the visitor tumbling to the floor.	a broken stool leg sent the visitor tumbling to the floor.	entailment		
2344	a broken stool leg sent the visitor tumbling to the floor.	a broken chair leg sent the visitor tumbling to the floor.	stool	chair	non-entailment
2345	a broken chair leg sent the visitor tumbling to the floor.	a broken rocking chair leg sent the visitor tumbling to the floor.	entailment		
2346	a broken rocking chair leg sent the visitor tumbling to the floor.	a broken chair leg sent the visitor tumbling to the floor.	rocking chair	chair	non-entailment
2347	a broken chair leg sent the visitor tumbling to the floor.	a broken dining chair leg sent the visitor tumbling to the floor.	entailment		
2348	a broken dining chair leg sent the visitor tumbling to the floor.	a broken chair leg sent the visitor tumbling to the floor.	dining chair	chair	non-entailment
2349	a broken chair leg sent the visitor tumbling to the floor.	a broken office chair leg sent the visitor tumbling to the floor.	entailment		
2350	a broken office chair leg sent the visitor tumbling to the floor.	a broken chair leg sent the visitor tumbling to the floor.	office chair	chair	non-entailment
2351	he purchased a new office chair with lumbar support last week.	he purchased a new office armchair with lumbar support last week.	entailment		
2352	he purchased a new office armchair with lumbar support last week.	he purchased a new office chair with lumbar support last week.	armchair	chair	non-entailment
2353	he purchased a new office chair with lumbar support last week.	he purchased a new office stool with lumbar support last week.	entailment		
2354	he purchased a new office stool with lumbar support last week.	he purchased a new office chair with lumbar support last week.	stool	chair	non-entailment
2355	he purchased a new office chair with lumbar support last week.	he purchased a new office rocking chair with lumbar support last week.	entailment		
2356	he purchased a new office rocking chair with lumbar support last week.	he purchased a new office chair with lumbar support last week.	rocking chair	chair	non-entailment
2357	he purchased a new office chair with lumbar support last week.	he purchased a new office dining chair with lumbar support last week.	entailment		
2358	he purchased a new office dining chair with lumbar support last week.	he purchased a new office chair with lumbar support last week.	dining chair	chair	non-entailment
2359	he purchased a new office chair with lumbar support last week.	he purchased a new office office chair with lumbar support last week.	entailment		
2360	he purchased a new office office chair with lumbar support last week.	he purchased a new office chair with lumbar support last week.	office chair	chair	non-entailment
2361	a small stool served as an extra chair at the crowded table.	a small stool served as an extra armchair at the crowded table.	entailment		
2362	a small stool served as an extra armchair at the crowded table.	a small stool served as an extra chair at the crowded table.	armchair	chair	non-entailment
2363	a small stool served as an extra chair at the crowded table.	a small stool served as an extra stool at the crowded table.	entailment		
2364	a small stool served as an extra stool at the crowded table.	a small stool served as an extra chair at the crowded table.	stool	chair	non-entailment
2365	a small stool served as an extra chair at the crowded table.	a small stool served as an extra rocking chair at the crowded table.	entailment		
2366	a small stool served as an extra rocking chair at the crowded table.	a small stool served as an extra chair at the crowded table.	rocking chair	chair	non-entailment
2367	a small stool served as an extra chair at the crowded table.	a small stool served as an extra dining chair at the crowded table.	entailment		
2368	a small stool served as an extra dining chair at the crowded table.	a small stool served as an extra chair at the crowded table.	dining chair	chair	non-entailment
2369	a small stool served as an extra chair at the crowded table.	a small stool served as an extra office chair at the crowded table.	entailment		
2370	a small stool served as an extra office chair at the crowded table.	a small stool served as an extra chair at the crowded table.	office chair	chair	non-entailment
2371	they lined each chair along the wall for the waiting guests.	they lined each armchair along the wall for the waiting guests.	entailment		
2372	they lined each armchair along the wall for the waiting guests.	they lined each chair along the wall for the waiting guests.	armchair	chair	non-entailment
2373	they lined each chair along the wall for the waiting guests.	they lined each stool along the wall for the waiting guests.	entailment		
2374	they lined each stool along the wall for the waiting guests.	they lined each chair along the wall for the waiting guests.	stool	chair	non-entailment
2375	they lined each chair along the wall for the waiting guests.	they lined each rocking chair along the wall for the waiting guests.	entailment		
2376	they lined each rocking chair along the wall for the waiting guests.	they lined each chair along the wall for the waiting guests.	rocking chair	chair	non-entailment
2377	they lined each chair along the wall for the waiting guests.	they lined each dining chair along the wall for the waiting guests.	entailment		
2378	they lined each dining chair along the wall for the waiting guests.	they lined each chair along the wall for the waiting guests.	dining chair	chair	non-entailment
2379	they lined each chair along the wall for the waiting guests.	they lined each office chair along the wall for the waiting guests.	entailment		
2380	they lined each office chair along the wall for the waiting guests.	they lined each chair along the wall for the waiting guests.	office chair	chair	non-entailment
2381	the antique chair displayed delicate carvings from another era.	the antique armchair displayed delicate carvings from another era.	entailment		
2382	the antique armchair displayed delicate carvings from another era.	the antique chair displayed delicate carvings from another era.	armchair	chair	non-entailment
2383	the antique chair displayed delicate carvings from another era.	the antique stool displayed delicate carvings from another era.	entailment		
